Gene Symbol	B cells	T cells CD8	T cells CD4	Macrophages	Dendritic cells	Mast cells	Myocytes	CAFs	Endothelial cells	Malignant cells
SIGLEC9	1.00	1.00	1.00	78.75	1.00	1.00	1.00	1.00	1.00	1.00
SIL1	243.11	1.00	1.00	44.49	17.67	1.00	1.00	1.00	177.99	41.66
SIPA1L1	1.00	1.00	1.00	96.37	1.00	1.00	1.00	1.00	1.00	18.26
SIRPA	1.00	1.00	1.00	113.65	1.00	26.11	1.00	1.00	44.36	18.96
SIRPG	1.00	506.83	681.88	1.00	1.00	1.00	1.00	1.00	1.00	1.00
SIRT6	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	89.27	1.00
SIT1	1.00	216.69	330.43	1.00	1.00	1.00	1.00	1.00	1.00	1.00
SKAP1	1.00	372.95	269.70	1.00	1.00	170.15	1.00	1.00	1.00	1.00
SKAP2	1.00	1.00	1.00	77.34	1.00	72.91	1.00	1.00	1.00	17.98
SLA	1.00	1312.49	1050.89	469.79	1.00	405.51	1.00	1.00	1.00	1.00
SLA2	1.00	397.99	130.33	1.00	1.00	1.00	1.00	1.00	1.00	1.00
SLAMF1	1.00	1.00	1.00	1.00	186.37	1.00	1.00	1.00	1.00	1.00
SLAMF6	1.00	216.27	208.49	1.00	1.00	1.00	1.00	1.00	1.00	1.00
SLAMF7	1225.34	117.66	1.00	92.39	19.02	1.00	1.00	1.00	1.00	1.00
SLAMF8	1.00	1.00	1.00	167.35	1.00	1.00	1.00	1.00	1.00	1.00
SLC10A3	78.56	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
SLC11A1	1.00	1.00	1.00	252.49	1.00	1.00	1.00	1.00	1.00	1.00
SLC11A2	1.00	1.00	1.00	152.51	1.00	225.86	1.00	69.27	1.00	20.18
SLC12A8	1.00	1.00	1.00	1.00	1.00	27.19	1.00	1.00	1.00	1.00
SLC16A1	30.61	1.00	141.07	13.56	1.00	1.00	43.01	1.00	1.00	140.32
SLC16A3	80.32	1.00	1.00	463.61	1.00	68.23	1.00	1.00	52.58	49.97
SLC17A9	213.52	1.00	1.00	55.68	1.00	1.00	1.00	1.00	1.00	1.00
SLC18A2	1.00	1.00	1.00	1.00	1.00	1625.81	1.00	1.00	1.00	1.00
SLC19A2	1.00	1.00	1.00	65.88	1.00	1.00	1.00	60.66	1.00	1.00
SLC1A3	1.00	1.00	1.00	91.68	1.00	1.00	1.00	1.00	1.00	29.97
SLC1A4	148.11	1.00	1.00	1.00	1.00	1.00	28.62	1.00	1.00	30.78
SLC24A6	1.00	1.00	1.00	39.00	1.00	75.16	1.00	52.81	38.57	1.00
SLC25A12	1.00	1.00	1.00	1.00	1.00	1.00	24.01	65.19	1.00	1.00
SLC25A17	1.00	1.00	1.00	1.00	51.43	1.00	1.00	1.00	1.00	27.84
SLC25A19	131.63	1.00	1.00	184.87	281.97	1.00	1.00	1.00	1.00	1.00
SLC25A24	1.00	1.00	1.00	48.36	1.00	1.00	1.00	1.00	1.00	20.12
SLC25A25	1.00	1.00	1.00	1.00	232.29	1.00	1.00	106.60	141.33	1.00
SLC25A28	1.00	1.00	1.00	1.00	33.01	1.00	170.94	1.00	1.00	1.00
SLC25A4	66.21	1.00	1.00	1.00	1.00	1.00	562.32	93.02	1.00	1.00
SLC25A44	1.00	163.75	1.00	34.07	1.00	52.84	1.00	61.88	101.35	1.00
SLC25A46	75.03	1.00	1.00	1.00	1.00	1.00	1.00	1.00	24.32	41.49
SLC26A2	1.00	1.00	1.00	1.00	1.00	217.90	1.00	1.00	1.00	1.00
SLC26A6	1.00	1.00	1.00	86.47	1.00	1.00	1.00	1.00	109.23	1.00
SLC27A3	1.00	1.00	1.00	21.63	1.00	1.00	1.00	1.00	138.42	1.00
SLC29A1	1.00	1.00	1.00	1.00	1.00	58.69	337.78	153.77	477.00	47.14
SLC29A3	1.00	1.00	1.00	44.50	1.00	1.00	1.00	1.00	1.00	1.00
SLC2A1	73.54	218.17	133.67	33.70	237.29	1.00	1.00	1.00	1.00	553.35
SLC2A3	1.00	844.36	1199.00	658.10	1.00	1499.05	1.00	218.25	829.58	1.00
SLC2A4	1.00	1.00	1.00	1.00	1.00	1.00	1.00	48.67	1.00	1.00
SLC2A9	1.00	1.00	1.00	62.66	1.00	1.00	1.00	1.00	1.00	41.36
SLC30A5	71.29	1.00	1.00	1.00	126.74	1.00	1.00	1.00	17.70	1.00
SLC30A9	1.00	1.00	1.00	39.65	1.00	1.00	148.80	62.15	94.23	23.53
SLC31A2	1.00	1.00	1.00	632.58	1.00	1.00	60.26	1.00	1.00	96.56
SLC33A1	1.00	1.00	1.00	1.00	1.00	48.78	1.00	1.00	1.00	32.00
SLC35B1	349.25	1.00	1.00	44.15	7.68	1.00	55.96	1.00	122.00	113.82
SLC35C1	1.00	1.00	1.00	76.85	1.00	1.00	1.00	1.00	1.00	1.00
SLC35C2	102.83	1.00	1.00	1.00	1.00	88.43	1.00	1.00	33.52	48.28
SLC35D1	1.00	1.00	1.00	1.00	1.00	91.02	1.00	1.00	1.00	1.00
SLC35E1	1.00	1.00	1.00	39.31	1.00	1.00	1.00	1.00	1.00	1.00
SLC35E2B	45.76	1.00	1.00	1.00	1.00	1.00	15.42	1.00	1.00	1.00
SLC35E4	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	144.21	1.00
SLC35F2	73.20	1.00	1.00	1.00	1.00	1.00	1.00	1.00	21.54	59.39
SLC35G2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	78.01	1.00
SLC37A2	1.00	1.00	1.00	59.91	1.00	1.00	1.00	1.00	1.00	20.43
SLC37A4	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	79.77	1.00
SLC38A1	82.44	264.97	234.37	1.00	1.00	1.00	64.97	1.00	1.00	51.76
SLC38A10	117.99	1.00	1.00	124.44	136.88	1.00	1.00	44.34	60.87	23.02
SLC38A11	1.00	1.00	1.00	1.00	1.00	1.00	1.00	148.69	1.00	1.00
SLC38A5	224.79	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	139.06
SLC39A11	44.71	1.00	1.00	34.82	111.74	218.61	1.00	1.00	23.36	62.95
SLC39A13	1.00	1.00	1.00	1.00	1.00	1.00	1.00	113.76	45.50	68.05
SLC39A14	1.00	1.00	1.00	1.00	1.00	1.00	81.10	219.11	98.22	40.18
SLC39A4	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	43.01
SLC39A6	1.00	1.00	1.00	1.00	1.00	1.00	1.00	58.78	1.00	49.12
SLC39A7	80.99	1.00	1.00	1.00	1.00	1.00	1.00	1.00	73.28	33.09
SLC39A8	95.94	1.00	1.00	25.49	1.00	1.00	1.00	1.00	1.00	1.00
SLC40A1	1.00	1.00	1.00	1317.46	1.00	46.29	411.86	175.67	34.05	1.00
SLC41A2	66.89	1.00	1.00	1.00	78.62	1.00	1.00	1.00	1.00	1.00
SLC43A3	1.00	1.00	1.00	143.09	1.00	326.91	90.95	124.01	172.99	52.39
SLC44A1	1.00	1.00	1.00	1.00	1.00	54.47	1.00	1.00	1.00	44.54
SLC45A3	1.00	1.00	1.00	1.00	1.00	48.88	1.00	1.00	1.00	1.00
SLC4A2	1.00	1.00	1.00	70.58	1.00	104.05	1.00	1.00	32.16	1.00
SLC4A5	1.00	1.00	1.00	1.00	22.91	1.00	1.00	1.00	1.00	1.00
SLC5A3	20.06	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
SLC5A6	1.00	1.00	1.00	1.00	241.40	1.00	1.00	1.00	1.00	1.00
SLC6A6	1.00	1.00	1.00	19.40	26.91	1.00	54.16	1.00	1.00	1.00
SLC7A5	290.78	463.12	168.36	114.44	1.00	161.10	144.42	1.00	1.00	57.46
SLC7A5P1	1.00	262.95	1.00	94.77	1.00	1.00	1.00	1.00	1.00	1.00
SLC7A5P2	1.00	159.41	130.32	1.00	11.77	1.00	75.63	1.00	1.00	1.00
SLC7A7	42.77	1.00	1.00	166.46	1.00	1.00	1.00	1.00	1.00	1.00
SLC7A8	1.00	1.00	1.00	159.74	1.00	1.00	1.00	1.00	1.00	249.82
SLC9A3R2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	129.78	1.00
SLC9A7P1	1.00	1.00	1.00	38.08	1.00	1.00	1.00	1.00	1.00	1.00
SLCO2A1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	322.14	1.00
SLCO2B1	1.00	1.00	1.00	618.52	1.00	1.00	1.00	1.00	1.00	1.00
SLCO4A1	1.00	1.00	1.00	46.45	1.00	1.00	1.00	1.00	174.30	1.00
SLFN11	111.75	1.00	1.00	1.00	1.00	1.00	1.00	40.06	1.00	1.00
SLFN5	1.00	1.00	1.00	1.00	1.00	83.30	1.00	1.00	1.00	1.00
SLIT3	1.00	1.00	1.00	1.00	1.00	1.00	1.00	36.37	1.00	1.00
SLN	1.00	1.00	1.00	1.00	1.00	1.00	3611.88	1.00	1.00	1.00
SLPI	1.00	1.00	1.00	1.00	1.00	1.00	67.63	1.00	1.00	839.80
SMAD1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	75.70	1.00
SMAD3	1.00	1.00	1.00	1.00	1.00	1.00	39.53	1.00	1.00	24.98
SMAP1	1.00	1.00	1.00	1.00	7.27	42.14	121.46	1.00	1.00	1.00
SMAP2	176.21	379.06	342.57	181.97	119.11	37.58	1.00	1.00	1.00	1.00
SMARCC1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	53.39	1.00
SMC1A	1.00	1.00	1.00	1.00	20.81	1.00	106.31	1.00	1.00	1.00
SMC4	1.00	1.00	1.00	1.00	11.49	1.00	1.00	1.00	1.00	29.86
SMCHD1	34.20	85.29	110.54	1.00	20.48	1.00	1.00	1.00	1.00	1.00
SMIM12	1.00	1.00	1.00	1.00	100.35	1.00	59.22	48.12	42.14	21.03
SMIM3	1.00	1.00	1.00	66.50	1.00	249.20	1.00	175.19	1.00	42.45
SMNDC1	1.00	1.00	1.00	1.00	1.00	76.94	1.00	1.00	1.00	24.06
SMOC2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	264.45	1.00	1.00
SMOX	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	154.06	1.00
SMPDL3B	184.08	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
SMPX	1.00	1.00	1.00	1.00	1.00	1.00	1361.65	1.00	1.00	1.00
SMS	1.00	1.00	1.00	60.40	285.08	58.17	1.00	1.00	1.00	131.45
SMUG1	141.34	1.00	1.00	41.20	1.00	1.00	1.00	1.00	94.34	106.05
SMYD1	1.00	1.00	1.00	1.00	1.00	1.00	100.15	1.00	1.00	1.00
SMYD2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	91.50
SMYD3	123.93	1.00	1.00	1.00	1.00	274.49	108.98	1.00	134.42	25.32
SMYD4	1.00	35.10	66.86	1.00	1.00	1.00	80.59	1.00	1.00	1.00
SNAI1	1.00	1.00	1.00	177.17	19.61	1.00	1.00	1.00	470.36	1.00
SNAI2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	148.99	1.00	220.80
SNAI3	1.00	1.00	1.00	40.95	1.00	1.00	1.00	1.00	1.00	1.00
SNAP25	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	120.17	1.00
SNAPC2	1.00	1.00	1.00	1.00	69.93	1.00	1.00	51.48	61.52	1.00
SNCA	1.00	1.00	1.00	51.93	1.00	1.00	1.00	1.00	1.00	1.00
SNCG	1.00	1.00	1.00	1.00	1.00	1.00	1.00	152.78	155.02	1.00
SNHG6	1.00	1.00	1.00	1.00	104.20	102.55	88.62	70.73	1.00	117.28
SNHG7	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	52.23	1.00
SNN	1.00	1.00	1.00	24.60	9.91	79.43	1.00	1.00	1.00	1.00
SNORA61	1.00	66.18	1.00	1.00	1.00	1.00	1.00	1.00	60.24	1.00
SNORA63	1.00	1.00	1.00	1.00	90.93	1.00	1.00	1.00	1.00	1.00
SNORA67	1.00	59.62	89.12	23.00	1.00	108.48	1.00	1.00	1.00	1.00
SNORA70	101.01	1.00	1.00	16.85	1.00	1.00	29.27	1.00	20.61	1.00
SNORA81	1.00	1.00	1.00	1.00	96.38	1.00	1.00	1.00	1.00	1.00
SNORD10	1.00	77.52	1.00	1.00	1.00	20.50	1.00	1.00	1.00	1.00
SNRK	1.00	1.00	1.00	41.81	1.00	1.00	1.00	1.00	166.72	1.00
SNRNP25	93.29	1.00	1.00	1.00	1.00	1.00	128.18	1.00	1.00	63.04
SNRNP40	1.00	1.00	1.00	1.00	201.47	308.73	40.07	149.90	226.53	145.77
SNRNP70	35.32	1.00	1.00	1.00	1.00	1.00	1.00	1.00	66.07	1.00
SNRPA	1.00	1.00	1.00	1.00	21.42	1.00	1.00	1.00	1.00	39.42
SNRPC	92.31	1.00	1.00	1.00	73.67	1.00	344.04	110.97	86.20	213.07
SNRPD1	1.00	1.00	1.00	12.63	1.00	1.00	1.00	48.77	115.91	145.11
SNUPN	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	43.18
SNX10	1.00	1.00	1.00	94.63	49.22	1.00	1.00	1.00	1.00	20.09
SNX11	1.00	1.00	1.00	72.49	63.02	1.00	1.00	1.00	1.00	1.00
SNX14	1.00	1.00	1.00	46.13	5.18	255.01	1.00	1.00	102.68	24.58
SNX2	1.00	272.03	1.00	458.85	537.01	1.00	6.34	193.20	161.66	80.62
SNX8	1.00	1.00	1.00	90.64	47.37	1.00	1.00	1.00	1.00	1.00
SNX9	1.00	141.40	1.00	46.08	1.00	1.00	1.00	44.85	32.64	20.24
SOAT1	1.00	118.09	1.00	54.80	1.00	1.00	1.00	1.00	24.46	21.48
SOCS1	1.00	201.02	274.33	64.63	134.31	157.33	1.00	1.00	1.00	1.00
SOCS5	1.00	1.00	1.00	1.00	1.00	1.00	1.00	48.27	113.97	1.00
SOD3	1.00	1.00	1.00	1.00	1.00	1.00	1.00	155.89	1.00	1.00
SORBS1	1.00	1.00	1.00	1.00	1.00	1.00	31.50	133.94	102.53	1.00
SORBS2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	123.70	1.00	1.00
SORBS3	1.00	1.00	1.00	1.00	1.00	1.00	1.00	71.13	81.80	1.00
SORL1	1.00	87.51	83.44	1.00	1.00	1.00	1.00	1.00	1.00	1.00
SOX15	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	175.23
SOX4	1.00	1.00	1.00	1.00	54.86	1.00	1.00	105.74	39.98	92.42
SP1	1.00	1.00	1.00	1.00	1.00	1.00	30.21	1.00	1.00	1.00
SP110	1.00	1.00	142.80	57.52	46.24	46.02	1.00	1.00	1.00	34.10
SP3	1.00	1.00	1.00	31.59	66.84	1.00	18.00	1.00	1.00	22.14
SPAG4	296.09	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
SPARC	1.00	1.00	1.00	1.00	1.00	1.00	97.96	1035.09	3664.48	129.03
SPARCL1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	3626.68	3132.36	1.00
SPATS2	109.51	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	20.14
SPECC1	1.00	1.00	1.00	1.00	31.35	175.98	1.00	41.29	1.00	37.35
SPECC1L	1.00	1.00	1.00	1.00	1.00	1.00	1.00	36.36	1.00	1.00
SPG21	1.00	1.00	1.00	187.71	1.00	1.00	1.00	122.67	145.89	79.61
SPG7	1.00	1.00	1.00	1.00	23.64	1.00	1.00	1.00	155.32	47.89
SPHK1	1.00	1.00	1.00	413.06	1.00	1.00	1.00	154.78	284.05	179.14
SPI1	1.00	1.00	1.00	109.34	1.00	1.00	1.00	1.00	1.00	1.00
SPIN1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	65.67	1.00	36.62
SPINT1	1.00	1.00	1.00	1.00	131.81	1.00	1.00	1.00	1.00	213.84
SPINT2	85.39	1.00	1.00	148.08	602.76	175.46	1.00	1.00	1.00	998.93
SPN	1.00	43.41	21.83	1.00	1.00	23.72	1.00	1.00	1.00	1.00
SPNS1	1.00	1.00	1.00	28.85	1.00	1.00	1.00	1.00	148.83	41.61
SPOCK2	1.00	231.55	327.22	1.00	1.00	1.00	1.00	1.00	1.00	1.00
SPON2	1.00	1.00	1.00	1.00	1.00	1.00	192.09	143.58	1.00	1.00
SPPL2A	1.00	149.54	1.00	124.46	403.62	151.80	68.87	129.18	80.69	86.68
SPR	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	84.72	65.78
SPRED2	1.00	1.00	1.00	1.00	134.08	1.00	1.00	1.00	86.42	1.00
SPRR1B	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1213.57
SPRY1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	185.62	1.00
SPRY4	1.00	1.00	1.00	1.00	1.00	1.00	1.00	32.78	88.22	1.00
SPTB	1.00	1.00	1.00	1.00	1.00	1.00	74.38	1.00	1.00	1.00
SPTBN1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	41.80	176.49	31.10
SPTY2D1	38.75	1.00	1.00	1.00	1.00	17.78	1.00	1.00	1.00	1.00
SQLE	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	60.79
SRD5A1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	52.54
SRD5A3	1.00	1.00	1.00	1.00	122.55	1.00	1.00	1.00	1.00	21.20
SRGN	600.62	3498.87	3627.70	2437.64	2665.70	4574.12	1.00	1.00	190.32	1.00
SRPK1	1.00	1.00	1.00	1.00	1.00	1.00	39.53	1.00	1.00	28.86
SRPK3	1.00	1.00	1.00	1.00	1.00	1.00	153.17	1.00	1.00	1.00
SRPRB	374.35	1.00	1.00	41.02	1.00	91.47	50.64	59.67	96.81	104.06
SRPX	1.00	1.00	1.00	1.00	1.00	1.00	1.00	189.29	1.00	43.26
SRPX2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	60.62	1.00	1.00
SRRT	1.00	207.87	1.00	51.23	1.00	67.44	1.00	55.40	52.41	40.77
SRSF12	1.00	1.00	1.00	1.00	93.30	1.00	1.00	1.00	1.00	1.00
SS18L2	63.97	143.74	170.88	24.33	1.00	1.00	1.00	1.00	82.18	46.45
SSBP2	1.00	1.00	1.00	46.21	1.00	1.00	1.00	119.58	1.00	1.00
SSH1	1.00	1.00	1.00	1.00	1.00	1.00	29.72	1.00	31.05	1.00
SSR4	12575.99	665.67	475.93	277.14	127.59	582.68	187.39	364.94	438.15	315.81
SSSCA1	108.24	1.00	1.00	1.00	1.00	45.90	1.00	1.00	152.49	106.03
ST14	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	62.82
ST3GAL1	1.00	75.07	104.76	27.38	85.20	1.00	15.73	1.00	1.00	1.00
ST3GAL4	1.00	1.00	1.00	1.00	1.00	320.80	1.00	1.00	1.00	1.00
ST3GAL6	1.00	1.00	1.00	1.00	59.87	1.00	1.00	1.00	1.00	1.00
ST6GAL1	535.41	1.00	1.00	1.00	1.00	1.00	1.00	1.00	59.56	1.00
ST6GALNAC2	1.00	1.00	1.00	1.00	1.00	1.00	27.63	1.00	1.00	104.90
ST6GALNAC3	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	57.00	1.00
ST6GALNAC4	200.05	1.00	1.00	1.00	45.92	1.00	1.00	1.00	74.92	1.00
ST6GALNAC6	101.96	137.17	1.00	1.00	1.00	1.00	1.00	58.40	63.14	1.00
ST7	1.00	1.00	1.00	1.00	1.00	184.70	1.00	1.00	38.56	29.55
ST7L	1.00	1.00	1.00	1.00	1.00	44.27	19.65	1.00	1.00	1.00
ST8SIA4	43.22	51.80	1.00	72.67	196.44	51.03	1.00	1.00	1.00	1.00
STAB1	1.00	1.00	1.00	227.53	1.00	1.00	1.00	1.00	105.57	1.00
STAC3	1.00	1.00	1.00	1.00	1.00	1.00	50.88	1.00	1.00	1.00
STAM	1.00	1.00	110.57	1.00	1.00	73.49	101.49	1.00	1.00	19.88
STAM2	1.00	1.00	1.00	10.14	74.37	1.00	25.40	1.00	1.00	17.59
STAMBP	1.00	1.00	1.00	1.00	80.65	1.00	1.00	1.00	1.00	19.31
STAP1	293.00	1.00	1.00	1.00	1.00	251.52	1.00	1.00	1.00	1.00
STAP2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	84.27
STARD10	1.00	1.00	1.00	1.00	1.00	1.00	42.09	1.00	1.00	20.07
STARD13	1.00	1.00	1.00	50.72	1.00	1.00	1.00	1.00	1.00	1.00
STARD3	1.00	1.00	1.00	88.78	1.00	1.00	1.00	1.00	167.89	40.31
STARD3NL	1.00	1.00	1.00	95.87	1.00	100.81	1.00	1.00	86.31	54.49
STARD5	133.41	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
STARD8	1.00	1.00	1.00	92.44	1.00	1.00	1.00	1.00	70.02	1.00
STAT4	82.87	687.51	528.44	37.45	338.62	1.00	1.00	1.00	1.00	1.00
STAT5A	1.00	114.29	1.00	89.88	34.74	1.00	52.31	1.00	1.00	1.00
STC1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	915.34	1.00
STC2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	46.93	1.00
STEAP1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	170.71	1.00	73.68
STEAP3	1.00	1.00	1.00	1.00	1.00	1.00	430.82	1.00	1.00	43.61
STK10	61.12	84.97	89.98	26.62	1.00	32.30	1.00	1.00	57.62	1.00
STK17B	84.18	696.56	862.22	129.27	58.80	295.46	1.00	1.00	1.00	27.07
STK19	1.00	1.00	1.00	1.00	68.45	1.00	1.00	79.04	1.00	31.56
STK4	33.71	176.01	143.04	83.82	287.79	79.48	1.00	1.00	1.00	1.00
STMN1	1.00	302.99	269.87	128.30	1.00	93.34	1.00	1.00	39.76	443.47
STON2	1.00	1.00	1.00	1.00	1.00	1.00	34.95	1.00	1.00	72.96
STRADB	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	60.37	1.00
STRIP1	1.00	90.67	1.00	31.02	1.00	1.00	1.00	1.00	35.27	33.65
STRIP2	1.00	1.00	1.00	1.00	76.27	1.00	21.85	1.00	1.00	1.00
STT3A	472.38	1.00	1.00	38.18	1.00	159.79	43.12	122.18	108.93	114.63
STUB1	127.44	1.00	1.00	93.13	1.00	1.00	1.00	1.00	94.97	38.09
STX10	1.00	1.00	1.00	106.66	1.00	1.00	1.00	61.20	144.88	473.85
STX11	131.87	1.00	1.00	138.44	87.15	64.28	1.00	1.00	1.00	1.00
STX16	1.00	1.00	113.20	34.66	1.00	1.00	1.00	42.41	1.00	29.61
STX17	1.00	1.00	1.00	1.00	1.00	43.21	1.00	1.00	1.00	1.00
STX18	50.85	1.00	1.00	1.00	25.87	1.00	1.00	1.00	1.00	34.24
STX2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	71.35	1.00
STX4	1.00	1.00	1.00	129.10	226.49	1.00	45.18	1.00	86.85	39.61
STX5	172.42	1.00	1.00	1.00	1.00	51.66	1.00	1.00	1.00	1.00
STX7	1.00	1.00	1.00	14.62	97.89	1.00	69.45	33.10	1.00	17.17
STXBP2	88.99	148.62	1.00	247.91	217.52	239.35	1.00	1.00	1.00	62.20
STXBP3	39.79	147.59	173.90	20.74	73.85	1.00	1.00	91.69	1.00	41.77
STYX	1.00	1.00	29.71	1.00	1.00	1.00	27.62	1.00	20.23	1.00
STYXL1	97.14	1.00	1.00	1.00	1.00	126.21	164.44	1.00	74.59	76.03
SUCLA2	1.00	1.00	1.00	1.00	1.00	1.00	67.00	97.72	1.00	76.99
SUCLG2	44.68	180.00	1.00	89.98	1.00	1.00	1.00	85.00	108.39	32.50
SULF1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	156.51	1.00	1.00
SULT1A1	1.00	1.00	1.00	55.57	1.00	1.00	1.00	1.00	1.00	1.00
SULT1C4	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	90.88	1.00
SUMO1P3	1.00	1.00	1.00	1.00	1.00	1.00	77.86	1.00	1.00	1.00
SUN2	1.00	174.86	85.51	1.00	1.00	1.00	1.00	38.25	1.00	19.42
SUOX	1.00	1.00	1.00	1.00	4.81	27.31	1.00	1.00	1.00	1.00
SUPT7L	1.00	1.00	1.00	75.43	129.41	34.58	22.69	45.36	1.00	34.05
SURF1	151.86	1.00	1.00	86.41	1.00	1.00	1.00	1.00	1.00	1.00
SURF2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	59.69
SURF6	1.00	1.00	1.00	1.00	1.00	1.00	25.74	1.00	106.73	38.92
SUSD1	1.00	1.00	1.00	1.00	1.00	156.15	1.00	1.00	1.00	1.00
SUSD2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	204.09	1.00	1.00
SUSD3	1.00	1.00	227.24	59.80	1.00	1.00	1.00	1.00	1.00	1.00
SUSD5	1.00	1.00	1.00	1.00	1.00	1.00	1.00	80.53	1.00	1.00
SVIP	1.00	1.00	1.00	1.00	1.00	55.13	1.00	1.00	1.00	1.00
SYBU	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	120.47	1.00
SYK	1.00	1.00	1.00	153.57	1.00	1.00	1.00	1.00	1.00	1.00
SYNE1	1.00	1.00	1.00	1.00	1.00	1.00	32.93	1.00	1.00	1.00
SYNE2	54.27	144.23	130.11	1.00	1.00	1.00	92.33	1.00	36.87	45.18
SYNGR1	175.46	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
SYNPO2	1.00	1.00	1.00	1.00	24.35	1.00	756.44	196.93	1.00	1.00
SYNPO2L	1.00	1.00	1.00	1.00	1.00	1.00	34.76	1.00	1.00	1.00
SYPL2	1.00	1.00	1.00	1.00	1.00	1.00	89.25	1.00	1.00	1.00
SYS1	52.97	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	31.16
SYT11	1.00	84.15	1.00	14.22	1.00	1.00	1.00	1.00	1.00	1.00
SYTL1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	45.94
SYTL2	1.00	108.51	1.00	1.00	1.00	87.01	1.00	52.25	1.00	1.00
SYTL3	1.00	498.51	430.44	1.00	1.00	302.84	1.00	1.00	1.00	1.00
SYVN1	158.45	1.00	1.00	1.00	1.00	1.00	11.40	1.00	1.00	16.44
TACC3	1.00	1.00	217.29	1.00	1.00	1.00	1.00	1.00	1.00	1.00
TACSTD2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	190.98	1652.50
TAF11	1.00	1.00	1.00	1.00	1.00	1.00	117.01	1.00	25.74	45.93
TAF12	1.00	1.00	1.00	1.00	1.00	1.00	38.68	106.58	1.00	88.75
TAF3	1.00	1.00	1.00	37.65	1.00	1.00	1.00	1.00	1.00	1.00
TAF6	1.00	1.00	1.00	1.00	1.00	1.00	1.00	44.12	153.28	46.39
TAF9B	1.00	1.00	1.00	1.00	1.00	1.00	169.02	1.00	1.00	18.68
TAGAP	685.06	420.92	372.18	119.21	1.00	1.00	1.00	1.00	1.00	1.00
TAGLN	1.00	1.00	1.00	1.00	1.00	1.00	1.00	6961.61	1.00	1.00
TAOK3	1.00	1.00	1.00	21.98	86.92	131.74	19.05	1.00	1.00	29.77
TARBP2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	81.22	36.10
TARP	1.00	595.71	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
TAS1R3	57.65	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
