Gene Symbol	B cells	T cells CD8	T cells CD4	Macrophages	Dendritic cells	Mast cells	Myocytes	CAFs	Endothelial cells	Malignant cells
ATXN7	1.00	52.78	64.23	1.00	50.63	1.00	1.00	1.00	1.00	1.00
ATXN7L3B	1.00	1.00	1.00	26.26	1.00	1.00	132.94	1.00	58.41	58.50
AURKA	1.00	1.00	1.00	1.00	1.00	89.92	1.00	1.00	1.00	1.00
AVL9	1.00	134.41	1.00	41.20	19.35	1.00	1.00	1.00	140.93	61.68
AVPI1	152.33	1.00	1.00	62.52	1.00	1.00	1.00	1.00	1.00	132.91
AXL	1.00	1.00	1.00	216.65	1.00	1.00	207.44	692.94	1.00	55.97
B3GALNT2	1.00	1.00	1.00	1.00	1.00	1.00	80.68	39.23	24.51	29.11
B3GAT3	1.00	1.00	1.00	1.00	64.57	1.00	1.00	43.85	28.82	22.22
B3GNT2	1.00	343.56	170.98	40.28	1.00	1.00	1.00	104.27	60.71	58.37
B3GNT5	1.00	1.00	1.00	109.84	1.00	31.69	1.00	1.00	59.09	143.29
B3GNT7	1.00	1.00	1.00	92.59	1.00	1.00	1.00	1.00	1.00	1.00
B4GALT3	131.12	1.00	1.00	1.00	1.00	1.00	47.33	53.32	46.15	40.21
B4GALT5	1.00	1.00	1.00	1.00	1.00	46.16	26.13	1.00	1.00	1.00
BAD	190.97	1.00	1.00	1.00	1.00	1.00	1.00	154.79	292.53	120.91
BAG3	232.50	1.00	1.00	1.00	1.00	1.00	61.31	141.47	258.82	50.08
BAIAP2	1.00	1.00	1.00	66.68	1.00	1.00	1.00	1.00	1.00	73.58
BAIAP2L1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	46.88
BAK1	168.12	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	87.77
BATF	1.00	308.84	716.53	15.31	1.00	194.05	1.00	1.00	1.00	1.00
BAZ2A	29.76	1.00	1.00	1.00	71.21	1.00	64.11	1.00	1.00	1.00
BBIP1	1.00	1.00	1.00	1.00	20.15	1.00	63.96	1.00	1.00	1.00
BBS2	1.00	1.00	1.00	105.34	1.00	112.70	1.00	1.00	55.13	33.78
BBS4	1.00	1.00	1.00	69.03	1.00	65.77	1.00	1.00	1.00	1.00
BBS9	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	53.92	1.00
BBX	72.19	76.02	105.11	1.00	1.00	1.00	1.00	45.24	1.00	23.35
BCAM	1.00	1.00	1.00	1.00	1.00	1.00	1.00	79.43	107.33	1.00
BCAR3	117.01	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
BCL11A	1.00	1.00	1.00	1.00	125.60	1.00	1.00	1.00	1.00	28.66
BCL11B	1.00	42.53	78.74	1.00	1.00	1.00	1.00	1.00	1.00	1.00
BCL2A1	1.00	1.00	1.00	828.84	1158.00	248.39	1.00	1.00	1.00	1.00
BCL2L11	69.14	1.00	1.00	1.00	285.62	29.65	1.00	1.00	16.57	1.00
BCL2L14	1.00	1.00	1.00	1.00	263.13	1.00	1.00	1.00	1.00	1.00
BCL6	122.76	215.49	459.85	93.71	1.18	1.00	43.12	277.82	51.50	56.50
BCL6B	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	122.52	1.00
BCL7B	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	94.92	25.26
BCR	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	74.20	1.00
BDH2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	68.85	1.00	1.00
BDKRB1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	54.18
BEST3	1.00	1.00	1.00	1.00	1.00	1.00	272.56	1.00	1.00	1.00
BET1L	1.00	1.00	1.00	1.00	1.00	77.56	53.63	63.19	1.00	21.89
BEX5	138.79	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
BGN	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1430.43	1.00	186.38
BHLHE41	60.25	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
BICD2	1.00	1.00	1.00	60.63	1.00	1.00	1.00	1.00	36.63	34.95
BIK	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	77.00
BIN1	1.00	292.30	159.60	1.00	1.00	1.00	696.62	1.00	1.00	1.00
BIN2	104.02	450.60	426.46	108.36	1.00	229.30	1.00	1.00	1.00	1.00
BIRC3	150.82	272.93	316.81	23.45	1711.46	193.10	1.00	1.00	1.00	1.00
BIRC5	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	78.33
BLCAP	1.00	1.00	1.00	1.00	1.00	1.00	854.18	1.00	140.46	227.33
BLNK	361.43	1.00	1.00	37.29	1.00	1.00	1.00	1.00	1.00	1.00
BLVRA	1.00	1.00	1.00	175.32	618.60	287.18	1.00	127.00	42.44	264.85
BLVRB	136.18	1.00	1.00	34.33	1.00	1.00	42.37	129.41	1.00	294.36
BMP1	1.00	1.00	1.00	1.00	1.00	1.00	12.01	1.00	154.68	23.76
BMP4	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	153.91	1.00
BMPR1A	1.00	1.00	1.00	1.00	1.00	143.46	1.00	1.00	1.00	1.00
BMPR2	1.00	1.00	1.00	1.00	1.00	1.00	36.52	1.00	21.57	1.00
BMX	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	82.77	1.00
BNIP3	60.18	1.00	1.00	1.00	1.00	1.00	66.60	1.00	1.00	177.97
BOLA3	61.07	1.00	1.00	1.00	1.00	1.00	1.00	1.00	50.40	70.17
BOLA3.AS1	1.00	1.00	1.00	1.00	1.00	75.24	1.00	1.00	1.00	1.00
BOP1	1.00	1.00	1.00	1.00	1.00	1.00	2.61	1.00	1.00	63.91
BPHL	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	48.08
BPTF	1.00	39.13	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
BRAF	57.99	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
BRAT1	1.00	1.00	1.00	89.97	1.00	1.00	1.00	1.00	124.72	56.29
BRE.AS1	1.00	1.00	1.00	186.84	1.00	68.19	1.00	1.00	1.00	1.00
BRIX1	1.00	1.00	1.00	1.00	1.00	113.30	119.70	72.37	142.03	180.10
BRWD1	1.00	102.03	1.00	1.00	17.43	1.00	1.00	1.00	32.29	26.51
BSCL2	711.87	1.00	1.00	41.77	1.00	1.00	1.00	96.98	106.86	55.29
BSDC1	1.00	1.00	1.00	1.00	1.00	133.07	1.00	69.72	81.41	56.50
BTBD1	1.00	1.00	1.00	50.26	1.00	1.00	1.00	1.00	130.91	1.00
BTBD10	1.00	1.00	1.00	64.26	1.00	142.89	1.00	1.00	1.00	30.33
BTG1	97.71	1062.37	913.49	120.93	70.02	155.03	1.00	81.30	65.41	44.46
BTK	54.68	1.00	1.00	1.00	1.00	582.72	1.00	1.00	1.00	1.00
BTN2A2	1.00	1.00	1.00	1.00	116.97	104.31	1.00	1.00	1.00	1.00
BTN3A1	101.99	296.93	206.26	31.12	1.00	118.59	1.00	1.00	1.00	1.00
BTN3A2	50.51	103.57	166.04	1.00	1.00	101.26	43.63	1.00	107.09	1.00
BTN3A3	67.29	1.00	1.00	1.00	1.00	59.78	1.00	1.00	1.00	1.00
C10orf10	1.00	1.00	1.00	1.00	282.69	1.00	405.21	1067.82	526.92	96.63
C10orf11	1.00	1.00	1.00	1.94	1.00	1.00	1.00	1.00	90.20	1.00
C10orf128	1.00	1.00	1.00	83.51	1.00	95.33	1.00	1.00	207.55	1.00
C10orf76	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	56.58	1.00
C11orf24	115.01	1.00	1.00	1.00	1.00	1.00	3.28	71.42	37.28	67.00
C11orf49	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	43.22
C11orf71	1.00	1.00	1.00	1.00	1.00	1.00	117.83	1.00	1.00	1.00
C11orf74	1.00	1.00	1.00	89.92	1.00	1.00	1.00	1.00	1.00	1.00
C11orf80	91.53	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
C11orf83	31.63	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	21.10
C11orf96	1.00	1.00	1.00	1.00	1.00	1.00	1.00	270.14	1.00	1.00
C12orf23	95.86	1.00	1.00	1.00	1.00	71.67	1.00	52.01	25.86	22.43
C12orf44	194.70	1.00	1.00	1.00	1.00	1.00	35.52	152.65	278.64	108.13
C12orf45	74.93	1.00	1.00	1.00	66.50	1.00	1.00	1.00	1.00	68.51
C12orf57	177.78	1.00	1.00	1.00	1.00	1.00	157.40	380.63	332.11	223.99
C12orf75	1.00	142.22	1.00	1.00	1.00	1.00	1.00	153.33	1.00	142.51
C14orf1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	107.78	64.17
C14orf23	1.00	38.64	34.79	1.00	11.68	12.47	1.00	1.00	7.20	1.00
C15orf40	26.46	50.26	65.30	1.00	30.75	1.00	1.00	1.00	1.00	13.38
C15orf57	54.87	1.00	1.00	90.37	1.00	1.00	22.32	1.00	1.00	1.00
C15orf61	1.00	1.00	1.00	1.00	1.00	1.00	47.50	1.00	1.00	1.00
C16orf45	1.00	1.00	1.00	1.00	1.00	1.00	1.00	77.48	15.38	1.00
C16orf54	401.41	527.55	261.63	32.65	1.00	158.58	1.00	1.00	1.00	1.00
C16orf74	44.73	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	50.05
C16orf80	1.00	321.33	325.20	35.46	1.00	1.00	1.00	131.04	176.09	115.55
C16orf91	1.00	1.00	1.00	1.00	197.95	1.00	1.00	1.00	1.00	85.88
C17orf49	1.00	127.88	194.19	177.89	511.61	146.51	1.00	87.09	166.45	77.29
C17orf89	1.00	1.00	1.00	1.00	1.00	1.00	27.89	1.00	201.65	66.87
C19orf24	61.20	1.00	1.00	1.00	1.00	1.00	40.76	40.00	1.00	20.88
C19orf33	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	160.51
C19orf47	1.00	1.00	1.00	1.00	1.00	1.00	203.78	1.00	1.00	1.00
C19orf48	1.00	1.00	1.00	1.00	1.00	1.00	163.03	1.00	50.36	188.11
C19orf66	1.00	1.00	1.00	1.00	20.07	77.73	1.00	55.31	14.41	30.01
C1QA	1.00	1.00	1.00	4218.36	1.00	1.00	1.00	1.00	1.00	1.00
C1QB	1.00	1.00	1.00	4701.31	1.00	1.00	1.00	1.00	1.00	1.00
C1QC	1.00	1.00	1.00	5356.28	1.00	1.00	1.00	1.00	1.00	1.00
C1QTNF1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	100.16	29.63	1.00
C1R	1.00	1.00	1.00	1.00	1.00	1.00	1.00	2407.40	1.00	533.51
C1S	1.00	1.00	1.00	1.00	1.00	1.00	1.00	2771.88	1.00	474.73
C1orf123	1.00	1.00	1.00	66.23	1.00	1.00	1.00	139.54	1.00	54.28
C1orf162	1.00	1.00	1.00	607.89	1.00	442.84	1.00	1.00	1.00	1.00
C1orf172	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	47.77
C1orf186	1.00	1.00	1.00	1.00	1.00	1450.85	1.00	1.00	1.00	1.00
C1orf198	1.00	1.00	1.00	1.00	1.00	1.00	1.00	152.18	11.51	24.39
C1orf35	1.00	1.00	1.00	1.00	18.61	1.00	1.00	1.00	36.85	34.50
C1orf50	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	67.34	1.00
C1orf54	1.00	1.00	1.00	188.66	1.00	1.00	1.00	73.91	192.16	1.00
C1orf74	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	58.78
C1orf85	1.00	1.00	1.00	114.00	1.00	1.00	1.00	1.00	45.39	1.00
C1orf86	1.00	1.00	65.62	1.00	1.00	63.08	1.00	34.67	1.00	23.02
C2	1.00	1.00	1.00	276.24	1.00	1.00	1.00	1.00	1.00	1.00
C20orf112	1.00	1.00	1.00	1.00	38.37	20.69	1.00	1.00	188.53	1.00
C20orf118	1.00	1.00	1.00	1.00	1.00	87.56	1.00	1.00	1.00	1.00
C21orf2	1.00	1.00	1.00	42.65	1.00	1.00	1.00	1.00	1.00	1.00
C21orf33	50.78	1.00	1.00	25.11	30.08	46.29	608.65	93.44	114.83	108.38
C21orf7	1.00	1.00	1.00	1.00	1.00	1.00	405.70	53.99	1.00	1.00
C21orf91	1.00	1.00	1.00	1.00	1.00	87.54	1.00	1.00	45.44	1.00
C22orf32	176.64	1.00	1.00	28.11	1.00	1.00	45.80	41.00	56.96	42.03
C2CD5	1.00	1.00	1.00	1.00	1.00	52.62	1.00	1.00	58.63	1.00
C2orf40	1.00	1.00	1.00	1.00	1.00	1.00	1.00	102.87	1.00	1.00
C2orf68	1.00	1.00	1.00	1.00	1.00	1.00	61.59	1.00	11.61	27.39
C2orf74	1.00	1.00	1.00	1.00	1.00	101.82	161.71	1.00	1.00	1.00
C3	1.00	1.00	1.00	1.00	1.00	1.00	1.00	302.65	1.00	1.00
C3AR1	1.00	1.00	1.00	793.61	1.00	247.20	1.00	1.00	1.00	1.00
C3orf37	170.51	1.00	1.00	32.46	1.00	1.00	1.00	88.43	1.00	191.12
C3orf38	1.00	1.00	1.00	1.00	137.65	60.87	1.00	1.00	1.00	1.00
C3orf58	1.00	1.00	1.00	17.36	1.00	1.00	1.00	60.06	1.00	1.00
C3orf70	1.00	1.00	1.00	1.00	1.00	1.00	1.00	36.73	1.00	1.00
C4A	162.25	1.00	1.00	1.00	1.00	1.00	121.14	327.02	1.00	1.00
C4B	228.78	1.00	1.00	1.00	1.00	1.00	62.11	408.89	1.00	1.00
C4B_2	228.78	1.00	1.00	1.00	1.00	1.00	62.11	408.89	1.00	1.00
C4orf26	1.00	1.00	11.61	1.00	1.00	1.00	1.00	1.00	1.00	1.00
C4orf52	47.92	1.00	1.00	1.00	234.51	1.00	192.91	1.00	1.00	35.58
C5AR1	1.00	1.00	1.00	493.30	1.00	1.00	1.00	1.00	1.00	1.00
C5orf56	59.66	1.00	1.00	6.68	1.00	1.00	1.00	1.00	1.00	1.00
C6orf1	1.00	1.00	1.00	43.77	1.00	1.00	1.00	47.96	101.64	1.00
C6orf141	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	49.08
C6orf226	1.00	1.00	1.00	76.13	1.00	1.00	1.00	1.00	1.00	1.00
C6orf25	1.00	1.00	1.00	1.00	1.00	55.50	1.00	1.00	1.00	1.00
C7	1.00	1.00	1.00	1.00	1.00	1.00	1.00	149.52	92.41	1.00
C7orf49	101.78	1.00	1.00	60.46	1.00	1.00	1.00	1.00	112.55	80.61
C8orf4	1.00	1.00	1.00	1.00	1.00	1.00	1.00	161.37	197.74	1.00
C8orf40	1.00	1.00	1.00	68.67	738.10	1.00	1.00	156.14	1.00	1.00
C9orf16	71.08	1.00	1.00	30.60	191.53	1.00	66.18	79.78	54.35	42.04
C9orf3	1.00	1.00	1.00	1.00	1.00	1.00	104.70	78.78	1.00	23.73
C9orf72	1.00	1.00	1.00	118.52	166.68	64.71	1.00	1.00	1.00	1.00
CA12	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	105.24
CA2	1.00	1.00	1.00	1.00	1.00	1.00	71.87	1.00	869.34	616.49
CA3	1.00	1.00	1.00	1.00	1.00	1.00	949.94	1.00	1.00	1.00
CA5B	1.00	22.73	30.15	1.00	1.00	1.00	1.00	1.00	1.00	1.00
CA9	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	62.13
CACNB1	1.00	1.00	1.00	1.00	1.00	1.00	558.43	1.00	1.00	1.00
CACNB2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	44.35	1.00	1.00
CACNG1	1.00	1.00	1.00	1.00	1.00	1.00	200.90	1.00	1.00	1.00
CADM1	139.04	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
CALB2	1.00	1.00	1.00	1.00	1.00	174.88	1.00	1.00	1.00	1.00
CALCRL	1.00	1.00	1.00	1.00	1.00	1.00	39.46	1.00	221.25	1.00
CALD1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	855.34	173.62	90.74
CALHM2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	158.06	64.84	1.00
CALML3	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	621.26
CALML5	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1286.34
CAMK1	1.00	1.00	1.00	65.05	1.00	108.98	1.00	1.00	1.00	1.00
CAMK2D	1.00	1.00	1.00	40.44	1.00	1.00	176.94	58.75	34.83	29.93
CAMK2G	1.00	1.00	1.00	1.00	1.00	63.43	1.00	48.28	28.24	27.98
CAMK4	1.00	153.54	159.38	1.00	1.00	1.00	1.00	1.00	1.00	1.00
CAP2	1.00	1.00	1.00	1.00	1.00	1.00	105.15	54.55	1.00	1.00
CAPG	1.00	354.94	287.56	1232.05	1599.82	2559.59	1.00	129.78	1.00	966.07
CARD16	1.00	171.89	346.54	186.71	141.20	1.00	1.00	1.00	226.07	1.00
CARD8	1.00	65.50	76.55	14.71	1.00	23.67	1.00	1.00	91.11	1.00
CARKD	1.00	1.00	1.00	1.00	1.00	1.00	1.84	85.43	1.00	34.03
CARS2	1.00	1.00	1.00	1.00	1.00	51.37	1.00	1.00	1.00	1.00
CASC4	75.60	1.00	1.00	22.80	329.90	56.88	24.17	111.06	71.99	32.33
CASP1	1.00	262.56	326.35	429.08	1.00	1.00	1.00	1.00	179.95	80.08
CASP10	94.63	1.00	1.00	17.65	1.00	1.00	1.00	1.00	1.00	1.00
CASP14	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	55.56
CASP2	1.00	72.34	93.18	29.28	1.00	1.00	1.00	40.86	22.80	35.32
CASP8	1.00	270.06	256.78	1.00	46.02	1.00	1.00	1.00	1.00	1.00
CASQ2	1.00	1.00	1.00	1.00	1.00	1.00	1165.76	371.31	1.00	1.00
CASS4	1.00	1.00	1.00	33.01	1.00	1.00	1.00	1.00	1.00	1.00
CAV1	127.14	1.00	1.00	1.00	1.00	1.00	1.00	499.27	594.65	442.66
CAV2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	128.81	163.90	123.67
CBFB	1.00	1.00	1.00	23.21	1.00	61.40	76.89	1.00	1.00	1.00
CBLB	1.00	365.10	210.19	1.00	160.73	1.00	96.97	62.01	48.74	1.00
CBLC	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	114.98
CBR1	1.00	1.00	1.00	221.64	513.27	1.00	1.00	188.73	102.60	421.77
CBX1	1.00	1.00	1.00	1.00	19.69	1.00	1.00	1.00	1.00	33.86
CCDC104	1.00	1.00	1.00	1.00	12.21	1.00	1.00	128.85	66.78	26.70
CCDC109B	1.00	323.76	298.12	55.93	1.00	1.00	1.00	1.00	105.53	114.27
CCDC111	1.00	1.00	1.00	1.00	1.00	1.00	68.14	1.00	1.00	1.00
CCDC127	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	46.10
CCDC137	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	44.79
CCDC14	1.00	1.00	1.00	1.00	1.00	1.00	27.12	1.00	1.00	1.00
CCDC141	1.00	1.00	1.00	1.00	1.00	60.47	1.00	1.00	1.00	1.00
CCDC159	1.00	1.00	1.00	1.00	1.00	73.29	1.00	1.00	1.00	1.00
CCDC167	278.56	1.00	1.00	1.00	37.81	1.00	1.00	1.00	1.00	55.33
CCDC174	1.00	1.00	1.00	1.00	1.00	90.05	1.00	1.00	1.00	1.00
CCDC25	1.00	1.00	1.00	35.47	1.00	1.00	1.00	1.00	1.00	1.00
CCDC28A	27.28	177.85	1.00	1.00	1.00	1.00	1.00	1.00	139.34	1.00
CCDC50	1.00	1.00	1.00	17.23	59.89	1.00	1.00	31.54	60.82	14.81
CCDC59	33.60	1.00	110.11	1.00	1.00	1.00	20.92	1.00	1.00	37.21
CCDC69	57.05	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
CCDC80	1.00	1.00	1.00	1.00	1.00	1.00	1.00	230.61	1.00	1.00
CCDC85B	1.00	1.00	1.00	1.00	1.00	81.77	1.00	1.00	95.55	1.00
CCDC88A	1.00	1.00	1.00	20.64	40.73	17.71	1.00	1.00	1.00	1.00
CCDC90A	37.24	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
CCDC91	36.73	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	41.89
CCDC94	1.00	1.00	1.00	1.00	12.65	1.00	1.00	1.00	1.00	1.00
CCL14	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1799.67	1.00
CCL19	1.00	1.00	1.00	1.00	1103.37	1.00	1.00	1.00	1.00	1.00
CCL2	1.00	1.00	1.00	285.74	1.00	870.07	1.00	2176.53	205.70	1.00
CCL20	1.00	1.00	1.00	739.89	1.00	1.00	1.00	1.00	1.00	192.86
CCL22	1.00	1.00	1.00	1.00	3600.31	1.00	1.00	1.00	1.00	1.00
CCL23	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	273.35	1.00
CCL3	1.00	384.84	1.00	8450.99	1.00	1.00	1.00	1.00	1.00	1.00
CCL3L1	1.00	1.00	1.00	558.27	1.00	1.00	1.00	1.00	1.00	1.00
CCL3L3	1.00	1.00	1.00	603.37	1.00	1.00	1.00	1.00	1.00	1.00
CCL4	1.00	9072.93	3619.37	8360.06	1.00	1145.21	1.00	1.00	1.00	1.00
CCL4L1	1.00	973.20	1.00	1964.48	1.00	1.00	1.00	1.00	1.00	1.00
CCL4L2	1.00	973.20	1.00	1964.48	1.00	1.00	1.00	1.00	1.00	1.00
CCL5	20.55	6771.58	1187.87	17.86	274.86	24.01	40.33	27.46	17.93	24.07
CCM2	112.75	1.00	1.00	1.00	43.04	1.00	1.00	1.00	31.88	53.65
CCNA1	1.00	1.00	1.00	1.00	1.00	1.00	39.85	1.00	1.00	100.88
CCNB1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	161.92
CCNB2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	96.73
CCND1	1.00	1.00	1.00	17.16	1.00	1.00	1.00	1.00	126.81	212.03
CCNG1	36.94	1.00	1.00	1.00	57.48	506.88	91.51	86.46	53.85	38.51
CCNG2	1.00	1.00	1.00	1.00	70.18	1.00	1.00	1.00	1.00	1.00
CCPG1	237.10	1.00	1.00	24.86	1.00	1.00	29.39	78.74	61.98	1.00
CCR1	1.00	1.00	1.00	181.34	1.00	1.00	1.00	1.00	1.00	1.00
CCR6	1.00	1.00	356.69	103.60	1.00	1.00	1.00	1.00	1.00	1.00
CCR7	1.00	1003.90	2457.86	1.00	5059.70	1.00	1.00	1.00	1.00	1.00
CCR8	1.00	1.00	358.52	1.00	1.00	1.00	1.00	1.00	1.00	1.00
CCS	133.72	1.00	1.00	22.92	1.00	1.00	1.00	1.00	1.00	61.57
CCSER2	1.00	106.00	62.34	1.00	84.94	1.00	1.00	1.00	1.00	1.00
CCZ1	1.00	1.00	1.00	1.00	168.90	1.00	1.00	1.00	1.00	40.39
CD14	1.00	1.00	1.00	3630.24	1.00	1.00	1.00	1.00	1.00	1.00
CD151	1.00	1.00	1.00	1.00	1.00	1.00	46.01	144.16	245.04	59.11
CD163	1.00	1.00	1.00	1605.88	1.00	1.00	1.00	1.00	1.00	1.00
CD163L1	1.00	1.00	1.00	307.50	1.00	1.00	1.00	1.00	1.00	1.00
CD180	185.49	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
CD19	108.48	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
CD2	1.00	1571.59	1614.75	1.00	1.00	1.00	1.00	1.00	1.00	1.00
CD200	1.00	1.00	1.00	1.00	475.82	1.00	1.00	1.00	197.78	1.00
CD200R1	1.00	1.00	1.00	59.13	1.00	1.00	1.00	1.00	1.00	1.00
CD209	1.00	1.00	1.00	124.27	1.00	1.00	1.00	1.00	1.00	1.00
CD22	1.00	1.00	1.00	1.00	1.00	108.88	1.00	1.00	1.00	1.00
CD24	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	229.32
CD247	1.00	361.80	272.73	1.00	1.00	1.00	1.00	1.00	1.00	1.00
CD248	1.00	1.00	1.00	1.00	1.00	1.00	1.00	144.93	1.00	1.00
CD27	588.35	576.60	557.70	1.00	1.00	1.00	1.00	1.00	1.00	1.00
CD274	1.00	1.00	1.00	1.00	351.64	133.31	1.00	1.00	1.00	1.00
CD28	1.00	1.00	155.61	1.00	1.00	1.00	1.00	1.00	1.00	1.00
CD300A	1.00	1.00	1.00	231.91	1.00	346.53	1.00	1.00	1.00	1.00
CD300C	1.00	1.00	1.00	42.67	1.00	1.00	1.00	1.00	1.00	1.00
CD300E	1.00	1.00	1.00	563.68	1.00	1.00	1.00	1.00	1.00	1.00
CD302	1.00	1.00	1.00	72.59	1.00	1.00	1.00	42.41	1.00	1.00
CD320	94.47	1.00	1.00	60.49	1.00	1.00	124.91	1.00	479.96	43.80
CD33	1.00	1.00	1.00	1.00	1.00	254.16	1.00	1.00	1.00	1.00
CD34	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	711.33	1.00
CD36	1.00	1.00	1.00	123.90	1.00	1.00	1.00	1.00	1.00	1.00
CD37	112.43	292.46	356.82	164.57	98.59	352.61	1.00	1.00	1.00	1.00
CD38	274.98	1.00	1.00	59.83	1.00	1.00	1.00	1.00	1.00	1.00
CD3D	1.00	1674.63	1357.86	1.00	1.00	1.00	1.00	1.00	1.00	1.00
CD3E	1.00	997.62	884.39	1.00	1.00	1.00	1.00	1.00	1.00	1.00
CD3G	1.00	505.59	295.54	1.00	1.00	1.00	1.00	1.00	1.00	1.00
CD4	1.00	1.00	381.73	520.79	149.29	260.75	1.00	1.00	1.00	1.00
CD40	82.16	1.00	1.00	141.32	347.59	1.00	1.00	82.24	60.91	46.07
CD48	1.00	212.50	282.10	128.74	1.00	189.34	1.00	1.00	1.00	1.00
CD5	1.00	175.38	345.07	1.00	1.00	1.00	1.00	1.00	1.00	1.00
CD52	1.00	1602.01	1906.75	223.95	1.00	1349.82	1.00	1.00	1.00	1.00
CD53	299.56	970.39	1438.81	1048.90	118.97	546.16	1.00	1.00	1.00	1.00
CD6	1.00	305.21	297.94	1.00	1.00	1.00	1.00	1.00	1.00	1.00
CD68	54.36	1.00	1.00	1701.32	1.00	114.72	67.32	70.45	1.00	42.23
CD69	1.00	2056.56	2344.10	99.70	1.00	6589.65	1.00	1.00	1.00	1.00
CD7	1.00	301.60	146.14	1.00	1.00	1.00	1.00	1.00	1.00	1.00
CD79A	590.81	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
CD79B	182.46	1.00	1.00	1.00	1.00	1.00	1.00	1.00	142.32	1.00
CD80	1.00	1.00	1.00	78.99	655.55	1.00	1.00	1.00	1.00	1.00
CD82	1.00	374.87	402.69	1.00	1.00	845.53	129.50	177.54	6.07	224.27
CD83	1.00	1.00	240.42	819.32	2527.05	1072.97	1.00	1.00	88.19	33.86
CD84	1.00	57.65	1.00	72.45	67.96	160.11	1.00	1.00	1.00	1.00
CD86	1.00	1.00	1.00	270.65	873.44	1.00	1.00	1.00	1.00	1.00
CD8A	1.00	1493.79	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
CD8B	1.00	1105.71	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
CD9	213.30	1.00	1.00	192.13	53.91	2969.08	100.52	1161.77	800.91	1893.90
CD93	1.00	1.00	1.00	176.05	1.00	1.00	1.00	1.00	438.59	1.00
