gene	Maha-Pt2	Maha-Pt27	Maha-Pt28	Maha-Pt30	Maha-Pt31	Maha-Pt37	Maha-Pt42	Maha-Pt47	Maha-Pt57	Maha-Pt61	Maha-Pt71	Maha-Pt76	Maha-Pt85	Maha-Pt86	Maha-Pt87	Maha-Pt9	Maha-Pt90
DBN1	81.519932	211.186882	65.119185	143.813418	116.656367	87.388043	190.579938	172.959008	70.101077	48.159079	258.760432	111.124099	62.941401	181.779365	130.099927	123.974628	66.702049
DBNDD1	5.700174	0.695938	0.540436	0.314455	0.442398	0.566765	8.207999	3.994587	0.661341	0.462047	0.673036	2.865104	0.822119	0.994151	1.054789	4.892773	0.546943
DBNDD2	8.889013	9.129739	13.117637	6.186144	20.221699	11.256313	5.525454	29.001831	12.906985	11.574612	5.807004	10.230866	16.437993	17.506555	17.210973	5.49385	13.137095
DBNL	109.945139	67.516452	39.861373	78.041312	76.408238	117.277738	60.550313	116.680835	61.776265	96.119685	84.562099	79.30263	113.70089	67.204171	87.498669	58.129799	91.964382
DBP	24.323015	13.840749	12.332873	1.852586	13.121684	36.407709	48.368158	12.753027	18.187875	4.316133	6.395688	10.140838	20.480827	29.604025	9.363459	22.351943	43.741197
DBR1	6.325867	12.509477	10.636268	20.26986	10.541963	19.989073	28.886836	11.536461	8.008562	18.096704	18.90636	10.634154	6.542437	13.15998	8.911589	18.353848	16.096783
DBT	35.812922	18.300931	22.847438	20.011026	17.04462	30.925737	43.725125	28.684842	13.660131	52.803142	21.978682	15.455374	21.809156	27.015689	20.846238	28.014952	27.0791
DBX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCAF10	13.369387	9.982891	13.393209	16.88844	20.929484	13.614531	18.124821	13.447733	12.90914	20.16114	14.153084	18.963387	15.140779	11.386279	12.425051	21.578651	17.703815
DCAF11	61.342957	28.726501	30.235251	10.778473	30.037526	37.178284	44.458981	26.043516	22.939168	38.585689	32.153988	45.088054	35.111767	39.570029	27.641186	28.902147	43.050162
DCAF12	99.609483	15.351665	15.120098	42.403684	19.391233	17.679836	26.357594	33.471838	21.203262	53.943037	28.79135	56.715655	25.793222	22.536347	19.950682	104.137522	18.673134
DCAF13	42.650454	36.555242	25.400773	89.898071	44.830192	21.91789	75.708156	82.289884	26.904867	99.560158	48.969611	39.812074	26.319671	41.415614	25.987202	47.215138	20.243257
DCAF15	5.040132	9.315556	4.356728	3.987245	10.749757	9.316596	9.362907	12.085032	5.699605	10.922717	8.814649	9.575516	9.582377	4.345626	6.945947	6.649678	9.464087
DCAF16	0.043332	0	0	0	0	0	0	0.155227	0	0	0	0.075508	0.072608	0	0	0.047635	0.178495
DCAF17	26.780977	40.697209	58.271938	41.924247	33.021488	40.437091	34.457031	44.161512	15.458588	60.681527	22.296884	30.026863	28.288302	55.708564	43.467346	42.830944	66.541064
DCAF4	33.32811	11.241007	13.376519	19.802504	14.508373	13.370623	14.256517	10.745521	6.469692	12.625827	15.263375	13.678959	17.573223	14.664521	6.086996	9.428522	35.431402
DCAF5	44.098278	31.44181	25.092159	25.000504	21.07139	40.373316	50.282926	24.988239	26.033365	31.945335	32.351992	27.023257	30.415844	29.555828	37.426371	27.774857	55.835557
DCAF6	76.877058	63.89557	58.95567	49.824754	43.785031	87.817943	78.815644	37.947715	37.016112	94.22402	43.579757	80.468659	51.523918	64.110795	56.393133	49.538606	66.454338
DCAF7	3.080138	4.962588	3.195358	4.114026	5.63333	4.028622	4.251499	4.703921	3.279309	5.646214	4.508458	2.746215	3.06174	5.547679	6.596271	5.741075	4.384676
DCAF8	303.363448	47.863176	96.227127	83.54959	35.668213	102.851433	123.94227	87.174226	54.653039	133.446534	64.177678	77.265968	78.326475	88.206094	104.169236	48.441079	191.553704
DCAF8L1	0	0	0	0	0.008357	0	0	0	0	0	0	0	0	0	0	0	0
DCAKD	34.687854	7.7489	6.08479	10.340374	4.99211	13.425529	25.846275	14.391764	6.09988	11.908932	4.321574	7.894342	9.320783	7.838516	10.661076	15.245112	20.302837
DCBLD2	17.306444	896.23092	60.667089	1095.925592	513.24727	93.002715	143.164208	697.254741	19.995301	113.159162	230.777117	25.587256	95.069268	121.193301	70.722832	284.170273	40.167263
DCC	0.183067	1.409817	23.03673	1.3863509999999999	2.764303	5.111189	0.372133	1.19772	7.873355	0.069392	2.026837	0.391344	10.548752	0.173935	7.481045	2.099023	2.169965
DCD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCDC2	0	0	2.343748	0	0	3.609773	0.154104	0	0.009357	2.281264	0.253267	0	0.032656	3.30795	0	0.078541	2.766164
DCDC2B	0	0	0.15335	0	0.022776	0	1.264704	0.052275	0	0	0.02132	0.825344	0.016554	0.050159	1.484807	0.076503	0
DCHS2	0.02629	0.749776	0.172758	0.438688	0.100738	0.211887	0.297462	0.178748	0.284356	0.276753	0.046991	0.109667	0.092564	0.791606	2.235612	0.190234	0.210584
DCK	0.111468	4.717486	2.043765	0	2.63599	0.669214	1.163172	2.283357	0.928574	0.297902	0.112522	3.287648	0	1.1319380000000001	11.811616	0.189177	2.499203
DCLK1	0.833326	5.57422	1.9544	1.026071	2.996083	11.483928	0.213839	10.728001	1.024471	2.724193	2.824682	1.344702	3.612611	2.515758	3.805718	4.178172	21.158729
DCLK2	3.34571	6.677741	6.438026	9.283731	7.6029350000000004	40.223107	13.257571	18.327797	8.939856	1.380208	8.814332	7.577074	15.293855	15.33684	30.280512	5.600075	20.260432
DCLK3	0.030531	0.042684	0	0.073195	0.526587	2.336369	0.614468	0.149512	0.095476	0.016647	1.003298	0.809631	0.054779	0.070209	0.050746	0.010619	0.013581
DCLRE1A	4.411365	4.987022	7.282571	4.817907	3.246933	6.040595	13.460242	4.131955	2.434299	8.494263	2.833456	4.386818	2.036867	3.703522	3.612431	5.670486	4.505157
DCLRE1B	1.705598	4.883155	2.706633	1.143544	2.76695	3.120938	5.676253	2.937366	1.69606	3.349365	2.34048	3.944978	1.644793	2.033807	1.046409	2.4479	3.257313
DCLRE1C	51.018723	31.500489	74.342572	40.529073	41.398483	63.780693	66.450547	56.520387	21.951652	64.553845	33.763681	57.893438	48.155716	57.851795	54.197167	57.076467	46.118879
DCN	7.619381	161.37972	240.120033	648.562748	314.241641	171.542186	22.806767	470.095939	279.644065	2.371875	467.651094	111.109029	567.339089	491.339817	599.982169	85.702513	1241.874963
DCP1A	48.547617	30.996293	32.369022	48.212471	32.266855	45.479005	36.590996	51.701556	30.734086	37.57735	43.938316	50.702397	33.783467	31.315518	27.891311	62.862476	56.227274
DCP1B	9.175677	9.614293	13.496796	29.886692	26.311888	35.344829	16.967707	18.141595	12.873216	2.488714	11.385434	10.048279	15.220129	22.003989	17.074197	10.452831	29.184869
DCP2	27.761236	35.581931	56.263952	57.917189	59.012861	89.617154	53.57602	66.022918	31.920731	88.07115	34.147657	40.663692	51.861273	37.705597	56.299682	45.97171	104.378478
DCPS	6.589256	5.859376	7.304615	4.21697	7.093786	4.262347	6.466252	6.658044	3.741652	5.088353	7.324132	6.334648	7.109612	4.983697	3.381483	9.307868	5.2824159999999996
DCST1	0.58604	0.614803	0.207029	0.413353	0.099085	0.071439	0.337201	0.48952	0.185381	1.333759	0.396456	0.246946	0.46677	0.073795	0.270776	0.464351	0.223308
DCST2	6.013473	5.637649	0.974952	0.026029	1.219819	1.130712	2.080064	1.144631	0.253098	1.325252	0	2.193924	5.431984	2.058388	0.253701	1.618931	5.740398
DCSTAMP	1.20379	1.90252	0.477811	1.774071	1.225338	0.72845	0.416842	0.274669	0.885974	0.326812	1.569443	0.0968	0.564471	0.86447	2.747295	0.228795	1.499087
DCT	0	0.193708	0.263491	0.35757100000000003	0	2.698311	0.670319	0.280529	0.030768	0.675339	0.127823	0.145533	1.01681	0.290574	0.116843	0.262558	0.050038
DCTD	28.192095	58.033613	56.364644	113.755418	49.27977	67.303104	35.974589	80.327116	26.745309	58.089561	53.52628	69.125281	36.97428	89.879517	49.096728	100.728658	50.334148
DCTN1	268.583658	95.724556	129.692595	132.403451	135.012098	133.781193	148.90022	148.44374	125.876124	138.237211	121.168429	197.096408	130.150051	152.081284	146.393539	133.214121	201.263748
DCTN2	145.23786	130.919655	91.897249	140.133432	115.447458	112.748557	181.766946	106.067701	84.930285	156.956073	103.109348	116.382213	73.455657	125.861471	149.730215	121.672333	109.551934
DCTN3	4.506827	1.616052	0.31501	0.782558	1.706125	6.167415	2.836971	5.172315	3.807772	2.180499	3.811082	6.453831	2.871557	5.140786	7.203232	3.481169	11.572163
DCTN4	53.733073	67.580222	52.042282	54.822634	47.282384	75.305439	41.042026	34.7814	27.406727	171.857237	66.169505	36.005413	32.074149	42.321204	38.737402	36.611604	60.878689
DCTN5	38.665425	41.23293	35.189598	47.734329	33.981104	40.972398	37.803948	36.126959	33.817445	38.60447	58.374456	44.325739	30.011516	42.40877	40.560611	37.345796	51.299325
DCTN6	15.858507	7.122258	15.557122	9.46806	11.042653	11.832118	7.280584	10.114481	5.232358	8.203655	7.81793	2.783248	11.941604	13.830458	10.515634	5.537664	6.600058
DCTPP1	19.45878	13.379497	7.004435	16.512504	8.192791	12.410281	20.814951	12.431135	9.095388	10.278831	21.96868	18.182176	6.803314	14.717562	8.45947	18.300136	14.594609
DCUN1D1	43.059056	55.333549	37.498152	57.815168	30.224606	56.920881	115.403976	24.857585	24.318987	70.679523	50.210187	24.729322	29.576154	48.545147	34.724969	35.898326	37.895132
DCUN1D2	49.154704	14.141492	15.155057	31.542057	17.087289	15.805308	26.032008	28.616301	15.311567	28.215713	24.421619	23.233388	15.507956	30.246934	26.415324	17.57942	38.12967
DCUN1D3	4.773463	8.195615	4.14994	8.579131	8.701867	8.976239	2.775376	4.525347	3.886266	4.315065	12.375517	6.104899	4.144971	5.824271	5.380816	6.6091	4.309741
DCUN1D4	40.566497	62.953891	64.720528	112.417002	73.349832	112.064961	57.29816	46.404123	18.314714	55.058754	50.785882	65.689518	40.079032	101.709905	70.672897	89.794523	60.342003
DCUN1D5	18.012819	43.277456	54.20993	64.569146	50.822473	27.38225	25.372191	52.729744	21.552189	44.958218	52.043563	67.572208	25.263454	36.442441	28.409955	65.642467	29.427434
DCX	0.005702	0	0.003447	0	0.009723	0.088362	0.009521	0	0	0	0.002836	0	0	0.128681	0.003671	0.003147	0
DCXR	333.031412	46.840435	106.322023	85.040013	45.972898	39.177417	149.916351	44.811825	57.507085	157.848293	134.521197	88.336999	102.85891	33.339044	66.627568	124.675688	270.141722
DDA1	39.015013	36.28187	35.003872	52.444937	32.148737	29.929588	30.445564	49.309005	21.259937	24.193563	79.107718	40.765615	32.819059	26.704981	33.479736	37.130003	32.824883
DDAH1	25.786975	30.803982	28.037887	30.330346	12.74608	37.00857	37.943065	51.548026	14.536173	46.465474	10.340213	39.152678	35.560854	36.362404	41.106108	53.623935	18.779453
DDAH2	19.005581	25.713201	6.153018	8.722991	14.4435	12.328112	27.730401	12.65261	7.3956	3.662405	6.100413	19.322886	8.669372	11.41256	15.510023	13.417309	22.529703
DDB1	132.541295	107.932075	99.794307	101.573787	106.645563	124.940669	131.799912	301.245593	93.590696	129.526815	176.862418	121.58132	85.405944	134.215332	101.813015	189.703995	114.944485
DDB2	29.700774	43.838593	35.518159	43.147511	65.895226	132.507147	49.814253	49.562089	31.548396	30.488887	20.891964	38.079176	53.48626	44.864504	73.374331	31.886265	149.213748
DDC	1.235664	0.087363	4.120373	0.626075	0.022463	4.809903	0	0.224341	11.418609	1.329245	0.262608	1.1839	2.092587	0.661849	3.508449	0.431831	1.041804
DDHD1	5.413486	7.746136	10.616566	9.256016	13.046659	16.817887	13.539413	6.91407	9.856668	9.510701	9.44594	2.279655	10.2397	9.697596	14.535648	4.403788	12.773549
DDHD2	101.29493	57.364591	72.353934	83.869576	67.376196	82.784861	158.167721	68.717121	67.187004	55.205793	72.090133	63.721794	72.803633	83.991859	100.237814	100.925347	101.272507
DDI2	60.241952	26.260104	24.047484	28.920761	16.856285	40.62997	43.448966	35.316706	21.758494	43.594296	24.313657	42.579017	30.531033	30.445008	40.856248	42.195361	40.630408
DDIT3	19.11911	11.863821	3.273471	3.468718	5.055798	9.190056	16.011379	15.362045	6.22647	14.02916	24.095187	19.399157	5.556277	19.273021	9.054851	14.179117	11.29618
DDIT4	10.046912	67.930716	38.27376	32.441984	65.868223	33.974508	13.58055	10.451145	11.246739	2.209282	6.526425	9.372604	15.317611	13.112326	51.724133	17.033659	10.566591
DDIT4L	17.484375	0.525019	7.072001	1.34285	0.654719	17.590337	0.274272	0.897141	9.867149	23.600752	1.875739	12.62755	0.483625	0.879261	10.862238	1.635289	0.506327
DDO	0.029263	0.548632	0.148043	0	0	1.145534	0	0	0.107438	0.292849	0	0.077471	0	0.78383	0.364325	0.068712	0
DDOST	70.329855	108.419433	101.661218	104.623185	84.968	106.370883	311.227605	94.861001	54.653926	101.191722	83.305462	89.307825	68.033595	147.923851	59.336758	144.478583	45.872149
DDR1	124.98607	76.11123	59.104304	64.331296	32.451451	58.97084	119.224661	83.224853	46.527856	91.339487	31.710947	66.61344	56.629957	121.016038	77.75738	66.754472	124.859801
DDR2	3.867704	9.304005	25.655903	50.660853	25.551299	38.857427	4.841873	59.798322	24.73661	1.496592	35.129097	38.070804	34.616983	37.534992	43.248831	8.291724	44.301185
DDRGK1	19.924451	7.925152	7.950317	4.122422	8.029594	9.839786	13.979632	26.25558	6.866834	9.813105	2.739144	17.890023	12.96513	23.44736	15.687111	7.622778	20.356464
DDT	92.018683	37.227242	23.874299	44.103223	37.108524	81.843972	62.971265	38.39357	28.447636	30.633131	48.513005	46.848089	41.808286	31.653897	41.120395	54.929478	84.180852
DDX1	9.844725	5.584406	16.551537	6.486346	12.253135	17.379065	15.312784	9.207724	7.078457	13.56233	5.828116	7.956728	12.141438	12.383698	10.709538	5.217325	12.069917
DDX10	15.065028	16.09426	15.674007	15.506238	14.775147	34.936341	5.801655	4.06612	11.296112	18.040537	6.389713	16.744025	25.875108	21.718062	7.695334	12.962137	14.68833
DDX11	118.097826	252.742299	120.220191	161.434103	153.006829	137.311898	371.07511	344.367201	121.339289	90.608674	269.270945	144.907765	105.998329	148.150241	164.851406	138.879012	114.466033
DDX17	496.034081	227.966971	292.140301	277.151362	201.071912	579.532652	268.127058	330.63447	219.375826	248.770943	230.505833	279.699517	231.150343	346.876273	509.21123	305.7459	957.05877
DDX18	32.245583	34.439466	46.758995	44.431645	46.748004	51.902335	52.009687	80.155903	27.706141	38.316753	63.149847	69.581137	43.729969	55.885728	31.726951	68.838609	44.367559
DDX19A	72.492137	49.201617	50.76571	44.825144	42.860181	79.71715	110.584595	80.918783	33.107833	89.686615	62.650819	73.188483	52.426239	59.828897	42.457392	64.445375	48.55458
DDX19B	55.743043	38.8337	44.111192	21.96813	42.109684	57.755055	62.221442	74.296848	21.857247	78.885627	39.099096	54.88745	37.493916	65.009195	47.165546	59.74034	35.071089
DDX20	4.018989	3.986667	0.856005	5.667518	7.044621	5.52955	12.313916	5.276605	4.505771	5.207299	3.50961	5.006547	6.295437	9.675183	5.340033	3.949246	9.608457
DDX21	0	0.191027	0	0	0.133508	0	0.109196	0.184074	0.091181	0.142811	0.646668	0.193157	0	0	0	0	0.044108
DDX23	167.189993	163.082888	158.943476	134.432776	98.100576	105.062503	188.303278	144.382677	124.816482	163.638266	134.708896	177.187555	91.502362	137.061328	131.488123	108.798846	168.547713
DDX24	38.979116	63.629277	57.356091	74.064533	50.974107	74.806599	61.235382	55.561842	47.445883	76.873522	79.442604	108.535911	63.819921	81.948313	63.969643	49.323228	59.98953
DDX25	0.027687	0	0	0	0	0	0.396494	0	0.1771	0	0.030047	0	0.251805	0.198594	0.1579	0.66799	0.189435
DDX27	23.569455	25.618114	12.55479	22.654266	17.616858	15.662806	36.517522	29.538089	11.682162	39.172137	22.743366	26.188838	20.606816	20.587452	15.932628	23.577217	21.24812
DDX28	2.287304	1.036568	0.976133	0.856079	0.817735	1.716857	2.932686	1.892627	1.002367	1.539444	1.866699	1.902337	0.688742	1.317938	1.119523	1.400903	1.686288
DDX31	27.351035	13.728954	9.873466	25.191964	15.174552	14.491501	21.814827	24.896255	10.182662	31.826519	19.908496	19.255074	24.025091	21.166661	15.853507	41.898871	37.731807
DDX39A	13.43138	21.34783	10.475161	21.278321	13.372168	12.371778	26.117158	27.502321	12.695726	24.331754	22.183401	28.022662	15.133079	12.277682	13.09801	15.49899	24.500737
DDX39B	1587.303839	275.882462	250.293824	227.847573	173.416063	304.389281	582.313195	403.997368	203.852867	260.251663	302.692119	291.29373	199.241257	229.290055	323.386964	307.88333	509.323258
DDX3X	420.814137	422.756965	382.736933	427.482223	381.491551	593.707207	764.016296	301.737413	279.078513	391.756352	504.873271	277.051173	300.307377	494.508345	393.237122	276.030357	451.188976
DDX3Y	0.070621	114.200077	266.127028	87.536848	140.851677	0.547628	27.987007	177.178481	0.251134	297.866902	0.019881	130.384632	153.000127	0.242033	139.053132	32.67818	0.814325
DDX4	0.160217	0.143142	0.073426	0	0.059947	0.659205	0.432642	0.672833	0.107886	0.315717	0	0.178646	0.522015	0.615514	0	0.228128	0
DDX41	36.241782	38.224626	9.862996	8.825338	11.062342	42.270265	34.666719	20.130616	17.206992	33.521334	29.589152	16.782041	16.263764	23.003101	12.122961	17.455363	21.847337
DDX42	145.30503	127.848115	138.541464	168.341574	129.407487	138.096824	173.43412	157.824908	88.972398	256.108266	169.886524	118.63714	147.722705	160.076066	119.785019	270.546682	134.377857
DDX43	0.155804	1.667035	0.958139	0	0	0.102356	0	0.310029	0	1.769051	3.114534	0.378088	0.797991	0.309376	0	0.105218	1.577904
DDX46	86.782559	43.618233	69.087873	80.086138	69.957075	78.184494	80.955204	60.753164	39.918917	142.484935	55.739966	56.415274	57.804223	56.049975	53.671401	53.082525	69.666606
DDX47	57.825263	93.060474	78.65328	115.995778	83.538507	75.599149	429.098688	168.128089	47.937626	24.138641	42.964905	75.262744	98.686505	77.417751	57.771174	56.562129	61.05025
DDX49	25.915364	44.648102	16.852731	54.042034	25.902131	49.564072	33.080179	34.760003	21.405792	26.134628	69.937827	30.371651	28.42047	22.454704	22.609968	21.01126	50.616577
DDX5	930.511769	1004.745599	797.644307	1111.330595	653.891893	1383.644782	820.920751	1040.175165	761.993516	1345.768428	1109.490594	886.150521	792.566199	1091.170673	1127.933439	1335.122067	1081.46836
DDX50	20.904377	11.46916	13.427101	11.14584	10.107635	22.938228	25.516381	22.089963	6.1195	21.344595	15.081066	13.211249	8.328317	4.362295	12.678727	11.129155	10.639826
DDX52	40.223791	49.394764	37.558866	52.812029	30.686809	59.500498	63.465725	68.755343	29.92584	75.476706	31.623983	42.599828	32.9345	53.027416	41.071084	53.140902	39.825046
DDX53	0	0	0	0	0.031787	0	0.109717	0	0	0	0	0	0	0	0	0	0
DDX54	57.531182	50.978104	24.303145	47.417538	44.830927	30.834929	58.866975	44.16658	24.107727	41.477773	37.208841	63.947443	31.529501	34.591455	29.849635	66.699483	44.925202
DDX55	50.326298	38.762364	36.884948	40.527814	46.035242	47.257259	79.337927	43.571288	31.910327	43.69323	38.931511	61.953662	33.90245	29.365382	32.905081	44.480243	35.377559
DDX56	56.097928	36.944154	32.690188	50.761665	24.699249	64.349578	57.456931	62.462388	26.313035	33.567532	44.779853	39.751596	32.655454	36.037265	36.384709	35.694626	42.198317
DDX58	5.014354	9.973853	8.821523	5.214701	5.259184	12.648258	10.535401	4.277977	3.10282	3.115	5.354543	4.378067	0.30933	2.913094	4.744661	5.52605	11.103223
DDX59	1.54242	5.13085	7.747803	13.615027	4.297977	2.720281	5.478782	1.720418	0.796955	9.586635	1.125903	0.745722	4.853106	6.300175	5.903165	4.348815	6.82901
DDX6	128.679002	124.108803	132.207236	111.796796	91.596972	156.445687	139.84066	134.925905	104.244586	174.844291	134.698207	126.380607	96.806345	142.118404	113.345141	145.86364	136.659309
DDX60	0	67.26789	27.079557	50.157046	32.654942	48.93437	32.94419	64.775194	12.971428	66.110426	50.061521	28.407237	13.151957	35.561594	19.66614	66.174836	70.904721
DDX60L	3.129204	74.399895	78.267153	88.221663	68.248377	73.084892	16.574002	102.369504	17.377497	135.960682	64.105258	59.097216	20.286634	41.113947	41.493374	47.36999	93.560886
DEAF1	99.821519	40.131771	31.625806	20.845168	30.404635	63.209918	60.055853	54.510818	32.507155	23.450411	33.748047	33.434693	48.325944	63.014036	37.532797	58.62323	63.886474
DECR1	115.291755	33.686241	72.99656	43.053218	79.231982	93.136762	108.243604	186.130115	71.950294	73.078384	44.198767	25.352665	59.14726	79.233465	72.205577	47.577138	56.873988
DECR2	6.563275	2.263758	2.942122	1.759519	1.69686	4.172615	4.774978	1.451331	0.457565	1.47445	1.744641	3.495835	4.436993	1.641868	3.797363	2.067356	4.237289
DEDD	58.825972	19.871729	11.862508	14.723501	10.105126	27.760843	29.020752	23.468907	17.381772	25.096343	29.158788	26.708008	14.582769	21.603163	21.009643	25.04421	34.540402
DEDD2	22.00904	16.000189	2.089245	2.767665	6.219781	7.893869	12.38682	15.156291	9.598668	3.439878	4.487795	6.643579	6.572749	6.252398	13.874604	9.889378	9.021481
DEF6	0.454735	0.088736	0.309529	0.326992	0.696148	0.570467	0	0.650075	0.631671	0	0.268703	0.290214	0.945728	0.109162	0.110362	0.379485	0.243521
DEF8	25.361307	15.690481	14.498015	8.980771	18.276761	23.084622	26.400227	26.938643	16.110105	10.848678	20.755864	19.354859	20.930949	19.243971	18.69895	23.020161	21.901476
DEFA4	0	0	0	0	0	0	0	0	0	0.365283	0	0	0	0	0	0	0
DEFB126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB4A	0	0	0	0	1.538587	0	0	0	0.989198	0	1.960071	0.554373	0	0	0	0	0
DEGS1	23.470036	55.755548	37.819209	91.35926	73.77481	143.629268	45.489518	57.934424	36.102588	115.027375	73.515905	83.982197	27.063408	39.030127	31.621921	44.625441	42.197922
DEGS2	0.265647	0.827696	0.175254	0	0	1.112961	4.191808	0.259124	0.691229	0.165651	0	0.998274	1.069471	0.289913	0.511872	0.052927	34.808369
DEK	31.507571	38.78488	32.912711	69.083531	17.518066	37.911356	76.126532	30.521721	9.612458	49.866678	20.665311	29.102713	8.239045	11.525272	17.948024	40.548556	30.583849
