gene	Maha-Pt2	Maha-Pt27	Maha-Pt28	Maha-Pt30	Maha-Pt31	Maha-Pt37	Maha-Pt42	Maha-Pt47	Maha-Pt57	Maha-Pt61	Maha-Pt71	Maha-Pt76	Maha-Pt85	Maha-Pt86	Maha-Pt87	Maha-Pt9	Maha-Pt90
RAD51D	12.315328	16.241773	37.435453	35.700972	29.612529	36.665275	45.511329	28.643567	15.627892	28.661558	23.876802	12.765958	31.313328	32.952594	35.211537	44.766503	58.016836
RAD52	109.499097	46.91713	12.629839	42.859169	21.806564	56.239319	64.968885	181.321706	24.262801	17.678922	18.29528	28.507541	45.628221	35.488236	42.272925	25.067012	66.725813
RAD54B	5.407383	7.429274	8.286165	13.590579	6.964522	20.593902	29.701066	14.31255	8.134857	8.357963	5.437003	15.287993	4.598442	22.54103	10.567385	9.92698	15.159279
RAD54L	6.265499	51.455503	17.72564	23.66493	36.110763	12.619805	164.763434	70.319282	12.206596	39.278029	36.447687	53.070386	11.828587	23.365221	6.382949	46.05823	8.400275
RAD54L2	27.10327	6.998442	8.529518	9.502773	12.277559	12.168163	17.281405	15.388151	8.497563	8.534083	12.43108	16.683628	13.016919	8.870659	14.600392	15.286175	17.930565
RAD9A	6.594252	9.393322	6.561789	8.277904	4.354507	9.502905	7.791718	15.841944	7.859357	7.196993	8.020003	10.271816	7.828253	9.499562	7.553495	17.272331	12.157914
RAD9B	0.10316	1.246511	0.122663	0.743975	1.253149	1.466035	1.039484	0.590335	0.26738	2.439144	0.441867	0.969655	0.387813	0.704228	0.556329	0.678289	1.680483
RADIL	0.291036	0.999938	0.486027	0.185287	0.02539	0.273237	3.822554	0.205748	0.127885	0.137038	0.138963	0.143186	0.647293	0.172693	0.55907	0.069701	1.195925
RAE1	17.973135	28.601826	11.078327	20.541648	24.268088	22.196233	83.428146	45.333065	14.307178	17.817292	34.008729	28.646922	17.955988	20.705942	9.997379	18.629969	23.148706
RAET1E	0.081263	2.656053	2.349127	1.869712	0.762787	1.250779	0.566545	0.185725	1.692621	0.298147	1.005062	1.081416	0.89838	0.662353	0.64081	0.203984	0.223157
RAET1L	0	1.537393	0	3.381792	1.000862	0	0.82581	0	0	0	0.587753	2.810592	0	0.749295	0.781275	0	0
RAF1	187.778225	111.442427	113.563756	97.15131	91.56396	110.974287	152.213257	100.547328	77.580695	130.704622	91.343817	161.777571	108.745398	100.518791	130.080688	119.704445	159.19553
RAG1	0.044562	0.932572	0.311289	0.008886	0.696035	3.557424	0.73435	1.35105	0.226546	0.032397	4.538598	0.499295	0.417111	1.263183	3.037904	1.551934	0.357634
RAG2	0	0	0	0	0	0	0.02438	0	0	0	0	0	0	0.44622	0	0	0
RAI1	62.075655	36.170468	24.912925	30.614542	16.759482	28.166071	23.551346	50.194671	20.322177	24.20943	28.291335	27.768881	49.474318	51.412834	51.100387	32.501379	62.464248
RAI14	68.236545	67.432011	90.774498	90.839299	78.336147	51.66654	75.936519	132.487436	49.25606	224.991386	46.385662	80.731515	165.059511	112.060494	89.469568	51.729404	57.932848
RAI2	0	0	0	0.099831	0	0.10656	0	0	0.30754	0	0.41084	0	0	0	0	0	0
RALA	24.908511	30.91282	61.489836	90.883726	76.047945	25.921015	64.603703	72.869201	26.832845	60.511357	36.454419	53.854475	60.604482	64.550288	41.995911	43.252423	30.77836
RALB	18.505636	60.136789	61.534699	106.802087	91.53632	60.433149	16.997429	84.74482	24.730815	30.227509	49.458206	33.260476	39.227793	50.454297	52.180346	85.571018	34.387073
RALBP1	10.469786	8.186449	21.874936	20.53785	23.765423	17.392541	22.660433	15.636523	6.102772	12.231329	4.646012	10.184229	6.067903	21.62309	12.235595	22.726285	7.09575
RALGAPA2	50.093168	8.305428	25.562698	12.945807	9.559532	27.104487	9.986514	10.130056	19.161742	112.627535	7.325276	34.244981	42.2858	60.622433	27.743107	22.48785	12.347034
RALGAPB	37.715439	69.321617	31.18136	48.362398	48.080113	53.138608	62.311579	63.282876	31.357709	27.310545	37.219416	48.261744	41.869301	44.563033	38.866695	35.943219	70.924281
RALGDS	100.746573	49.48798	37.618474	30.861971	54.550928999999996	55.735919	40.872793	67.36875	53.565242	43.112014	68.457137	41.900365	53.461359	38.153642	64.829084	122.915436	84.971368
RALGPS1	32.189819	6.357247	10.135432	3.371107	7.639016	9.074824	27.310522	10.051353	11.315818	46.292257	3.036098	6.899919	23.126026	12.480165	12.402557	16.070954	32.226164
RALGPS2	71.425358	64.698492	76.37602	71.485985	40.485149	31.034556	117.739173	63.607413	57.27122	47.712784	62.023045	63.907791	50.461937	19.925186	72.455179	71.103423	50.15835
RALY	37.805064	30.895885	22.321296	26.055996	41.186259	28.189801	53.497428	38.677795	23.4369	45.912532	26.631048	40.412794	36.337233	26.474567	28.727771	32.762268	25.759164
RALYL	0	0.248009	0	0	0	0.076033	0	0	0.128132	0	0	0	0	0.098305	0.500543	0	0
RAMP1	0.521385	3.695146	2.047248	1.964126	0.189551	0.892609	0.575081	3.916941	1.398892	3.416645	0.607804	7.788659	6.315282	12.010949	4.613115	6.714133	2.907858
RAMP2	0	2.036137	0	6.669795	6.875647	34.063502	0	1.028356	2.703217	0	9.78642	4.032492	7.393547	2.34202	17.587632	2.060923	19.750552
RAMP3	2.032343	1.409833	2.336949	3.064808	3.617126	48.022705	2.803453	3.722675	1.141643	0.216402	13.962376	5.440187	7.640054	5.568768	10.010928	2.041521	2.162071
RAN	122.693053	180.830845	185.014687	256.346457	341.326914	123.28025	475.816264	210.490219	126.864577	143.622138	231.828428	338.53025	93.561614	148.630351	128.184346	272.518477	77.2336
RANBP1	46.812032	86.762191	48.025882	113.410082	151.904223	44.737569	143.080901	92.749591	29.975296	90.398338	85.12425	85.496312	42.938068	48.958913	47.623557	157.857618	48.272575
RANBP10	18.219986	5.459831	6.246744	3.134866	4.335426	13.479272	19.363544	8.306506	5.803196	6.791892	6.576644	5.724776	4.240701	10.396601	8.699902	6.456694	11.734465
RANBP17	19.141785	34.146344	39.234359	27.705009	12.805275	12.016207	26.086321	15.234601	11.226309	0.123359	30.081915	12.509947	26.4158	18.744955	14.683895	19.264372	40.854734
RANBP2	43.570604	46.056793	84.35277	28.549973	41.472142	58.165813	52.977934	52.008615	34.517963	40.937939	40.061533	59.063846	51.98655	67.796116	65.329246	43.128247	85.805649
RANBP3	57.443631	148.811611	69.308416	92.207651	79.929235	118.829376	112.213516	102.685073	63.82417	57.472824	97.117154	82.707231	94.222428	92.120128	82.502127	87.856466	105.237961
RANBP3L	0.06159	2.213374	0.651426	0.236445	1.38439	0.342214	0.064106	0.575204	0.07083	0.040577	0.637861	0.193908	2.386394	1.043637	1.237744	0.258126	4.342342
RANBP6	2.925551	3.36151	4.030118	8.916015	3.753044	5.918988	4.287991	4.989098	4.588517	12.640288	5.541257	6.838971	3.232582	3.66443	3.585674	12.126253	7.123321
RANBP9	13.790763	6.046374	6.658457	8.875579	6.79972	3.719161	19.01684	11.236073	2.723383	5.846234	4.553563	6.845065	7.151449	6.540001	12.425445	9.874155	1.41603
RANGAP1	16.749819	22.962069	5.609363	13.040751	8.894047	10.078213	18.905484	28.45537	7.621809	7.309905	12.861472	17.367757	6.138763	7.45283	10.33724	11.773811	11.692851
RANGRF	9.457004	3.575927	1.316452	1.371468	3.626706	5.681517	3.522299	3.078295	4.7492	5.778966	2.901024	4.263894	6.860065	7.580354	3.893233	1.892656	8.709084
RAP1A	14.89452	39.619652	58.311171	39.348173	64.060273	47.077662	49.24817	47.154125	18.619884	40.271402	32.308714	22.845917	37.7068	35.495654	31.247942	31.850795	41.394541
RAP1B	79.802391	213.602479	243.709189	252.400143	374.541272	317.229292	332.533469	184.623789	108.515376	196.964529	232.330436	235.202721	168.145926	242.847678	181.253848	232.795715	148.093559
RAP1GAP	422.171537	4.269828	17.589336	7.382294	3.427765	16.29312	13.119622	6.490289	12.185401	36.196806	2.010027	0.986433	37.460329	46.981293	74.772333	2.462809	19.059409
RAP1GAP2	11.114639	16.689003	12.703005	16.669738	19.434057	11.050125	10.032703	48.945133	16.263839	26.755319	24.218029	24.562072	43.222829	25.11427	30.342018	36.559965	26.960893
RAP1GDS1	17.777859	20.168788	23.300293	29.817191	42.68573	33.598057	12.171865	37.112478	15.845125	32.474995	18.051661	41.957916	22.855325	21.466781	28.246167	36.358955	86.036736
RAP2A	3.768854	7.654707	6.495469	8.935999	13.848292	20.634905	8.557139	16.049492	13.409107	12.038578	10.386392	8.621947	10.272744	9.461166	13.371528	8.995594	7.440287
RAP2B	0.527469	0.833859	0.455979	1.482621	1.233306	1.291042	2.735397	1.402722	0.41348	0.398305	1.365337	0.80866	0.72381	0.573651	0.897	0.836887	0.689035
RAP2C	9.407811	16.7732	8.589612	12.811606	11.389496	9.904487	10.216355	11.164817	6.766409	20.920585	23.912273	7.740447	8.939723	10.039083	11.473908	13.317699	62.08085
RAPGEF1	81.999192	51.084251	55.44091	34.677965	73.6016	90.006671	55.488686	55.277512	53.683985	50.243061	49.753125	51.344059	58.02423	41.427032	87.124566	76.721933	82.99872
RAPGEF2	186.642089	85.73691	116.846799	91.551804	120.25036	279.063099	200.16341	172.543237	77.762748	133.503928	61.443355	84.713493	131.736459	158.442213	190.65572	179.286936	134.189342
RAPGEF3	20.571285	5.323263	4.914892	1.193737	1.737264	14.928128	2.257598	7.649726	4.889418	3.133332	2.75102	5.089866	7.065609	11.651981	15.303708	5.420515	13.184964
RAPGEF4	2.31078	7.387458	5.373851	4.360727	4.756866	38.288368	1.857794	4.142991	1.553607	0.598608	6.751895	11.28864	6.03472	9.020198	11.15912	3.210548	31.136676
RAPGEF5	10.106214	33.607114	48.693146	23.696251	22.71001	66.394806	1.954263	24.518668	43.140393	93.567018	18.061268	19.522282	91.584126	41.143662	44.593027	40.072052	12.923942
RAPGEF6	31.574396	19.253648	34.650595	29.77172	25.252689	43.325901	20.7771	19.660192	19.998413	61.130592	22.440191	16.149338	24.728539	22.552411	33.203752	19.652719	50.062981
RAPGEFL1	19.010202	2.54736	3.879561	3.481658	6.842882	5.112585	12.920212	6.232998	2.517435	4.975827	5.498511	7.742126	5.22777	2.499636	11.542177	3.973411	8.326657
RAPH1	70.362587	106.655683	57.266948	58.650958	51.712321	45.804241	17.871884	90.698301	28.727985	67.481198	61.619766	59.740215	71.961176	51.583449	42.04348	162.801477	175.391834
RAPSN	0.921567	0.19835	0	0.09585	1.256754	1.27558	0.385085	0.886919	0.774319	0.793781	0.117711	0.926622	0	0.191348	1.001239	0.42757	0.585927
RARA	17.615733	20.603439	8.580982	7.774074	9.742374	15.141134	5.588287	17.103227	8.068579	16.537575	14.103159	6.978376	16.631936	12.070191	17.085574	8.722941	23.299966
RARB	1.426024	2.133909	6.343584	3.923807	4.03409	18.736054	25.263619	3.672915	1.965337	0.076733	5.204536	4.884316	2.559749	5.585038	11.050152	2.286387	7.269571
RARG	5.898288	8.800223	3.057438	4.301888	4.078573	6.772521	18.976329	3.588745	1.162743	2.370992	8.110112	5.1223	2.770256	4.03763	3.563153	5.75274	11.175167
RARRES1	0.228025	4.685013	16.65609	45.40576	14.265334	8.292486	6.961407	5.817754	11.614763	0.497368	7.174916	29.675028	13.51753	23.912178	21.471962	5.524348	5.972929
RARRES2	0.691977	2.377255	13.760461	16.209131	3.067451	61.384253	0.017145	19.070072	14.274109	1.190351	11.454295	3.785039	20.48644	6.560683	13.847943	10.763613	32.234533
RARS2	14.531215	16.925588	79.096222	30.796558	24.75249	40.733692	61.546404	43.219842	21.885272	45.145555	31.475015	26.93222	31.448336	58.312768	64.01481	29.449423	48.783338
RASA1	50.487846	98.288375	167.157476	221.697941	275.454188	196.024589	77.977858	310.366162	71.69845	256.939776	241.785408	105.576203	95.475475	86.99358	132.719792	121.21397	178.409855
RASA2	30.023437	41.937694	40.100808	47.454833	42.090048	39.462383	43.439877	44.793845	22.645332	42.322628	41.3673	31.504143	34.913714	34.401335	32.999703	47.513417	50.131348
RASA3	0	0	0	0	0.161057	0.055408	0.051875	0.159847	0.042187	0.050971	0	0.106579	0	0	0.055247	0	0
RASA4	76.633857	28.293719	15.526943	23.672571	46.081271	87.625744	16.881055	36.300903	32.771599	31.821769	27.642349	24.87062	36.116547	37.13906	56.088828	41.941384	71.793599
RASAL1	5.646824	3.339862	0.598626	2.248385	0.62132	6.53327	6.539347	0.137735	2.293733	0.309546	1.306958	3.554823	3.094847	2.548202	5.705782	0.069515	0.090789
RASAL2	16.681033	19.8827	8.655296	34.103825	44.490938	51.318616	39.773448	74.012811	15.18713	19.271396	33.223007	46.603793	23.785128	24.122431	34.37768	50.883794	28.451761
RASAL3	0.16443	0.723013	0.643378	0.077825	1.875614	4.723693	0.514388	2.817554	4.536622	0.60492	3.538071	1.680705	1.527051	2.280787	0.807502	1.076796	2.34481
RASD1	38.982579	1.726557	6.239639	1.913187	1.030335	0.51625	0.496975	2.148344	6.16858	0.645004	2.923642	12.225737	6.05118	6.298916	10.057083	0.175576	0.950161
RASEF	9.249918	3.026772	5.311843	6.49125	1.676258	4.944987	5.449847	4.032675	4.987171	16.203938	7.721577	3.405852	5.829381	3.499559	6.919478	8.364263	13.748189
RASGEF1A	55.528943	2.234345	0.98398	0.19866	2.140194	1.943049	3.146315	6.713274	1.985897	6.729521	10.735286	6.441237	10.142627	0.186644	1.643177	3.806918	0.768065
RASGEF1B	3.091358	19.42017	18.701343	15.209384	15.665825	24.98504	10.730398	22.088119	14.407396	20.199272	15.625757	12.475607	14.340527	40.045935	25.5797	15.675041	12.601099
RASGRF1	0.006545	6.479122	2.762155	0.140137	1.81841	0.364906	0.783521	7.473733	0.071809	0.104037	0.908586	0.27821	9.069614	7.254594	4.395409	1.826614	0.909429
RASGRF2	1.446157	3.840143	3.910358	6.905264	4.555096	17.358704	1.05717	20.954435	7.344205	1.471383	8.341214	4.426339	17.678858	10.958401	18.1707	3.23978	46.03337
RASGRP1	6.50189	8.04609	14.548493	7.427983	12.102081	37.095121	2.573472	8.53767	10.229142	9.29767	11.378386	3.616995	32.376956	8.679647	14.273348	5.508107	7.136827
RASGRP2	13.256331	4.519272	14.08776	6.574273	5.784984	22.02278	2.208402	8.336674	10.297595	7.115528	8.829345	5.165359	12.453315	4.452466	19.288841	5.229689	9.591489
RASGRP3	10.300903	17.192197	16.995492	17.969717	9.042473	76.113923	7.231432	22.333445	17.024989	9.911379	25.063579	13.02332	19.543673	24.869379	26.961634	13.453428	24.372757
RASGRP4	0.836927	0.559025	1.377128	0.494043	0.586628	2.354841	0.226312	0.597986	0	2.07883	1.405505	0.026229	0.798544	0.621794	1.724359	0.385055	1.537396
RASIP1	0.468148	0	0	0	0	0.535852	0	0	0	0	0.069882	1.989124	0.080072	0.114728	0	0	0
RASL10A	1.19808	0.343496	0	0.317395	0.277708	0	0.299317	0.338329	0.212697	0.068866	0	0.115966	0.120473	0.354848	0.439741	0.35192	0.331647
RASL10B	0.497901	0.462296	0	0.516919	0.322252	0.781046	0.419521	0.367645	0.035265	0.601374	0.420077	0.104857	1.155454	0.82321	0.20693	1.444675	0.266731
RASL11B	0	0	0	0.059155	0.503388	0.272362	0	0.197867	0	0	0.074127	0	0.061831	0.177902	0	0	0
RASL12	0	0.368682	0	0	0.985597	2.180266	0	0.80742	0.498322	0	0.23853	0.480923	0.472141	0.500465	1.643379	0.019083	0.243611
RASSF1	3.636364	2.210813	1.960089	2.129431	2.829323	2.885382	2.843509	5.631686	3.030955	0.893867	4.113677	4.003687	2.593836	2.253968	3.87053	5.30069	4.892244
RASSF2	1.272538	0.062938	1.670242	1.443063	0	0.440653	0	0.041153	0.311597	0.959646	0.017131	0.022532	1.861094	0.976725	1.801402	0	1.336026
RASSF4	7.262852	53.978661	27.135714	12.433258	39.822893	119.082613	4.949968	31.899097	32.428992	37.487434	40.670935	12.208217	20.255643	34.999507	18.856905	7.069095	22.18059
RASSF5	7.384304	13.707186	31.385669	6.452248	19.884683	26.525033	4.202494	15.438263	17.695411	34.517537	18.105693	7.886806	26.077926	19.875425	20.186797	5.768545	10.416138
RASSF6	2.767025	3.68081	11.652604	1.56253	1.737644	20.395633	1.548906	3.903309	7.768494	3.944651	0.977311	2.793308	6.272635	11.920197	15.402451	13.058965	25.871121
RASSF7	25.113374	8.133735	1.987079	1.145833	2.489099	4.892375	6.12987	4.993309	2.730298	2.620907	1.199486	3.158419	5.374301	5.457922	10.826071	3.808152	8.552259
RASSF8	0.928503	19.973578	10.213028	13.42135	49.773473	24.493098	42.591507	25.021607	22.147673	12.781789	58.155993	8.413309	27.753168	21.646338	25.064405	13.510858	41.72244
RAVER1	19.65905	17.173857	9.938891	14.06793	14.588008	14.878488	20.367305000000002	17.668436	8.522212	8.454277	17.903501	19.319021	16.724783	12.259059	11.503255	18.105602	11.376454
RAVER2	4.211707	2.063425	3.197415	1.537327	2.908672	5.337647	10.865251	1.53025	1.330411	4.110643	2.099746	1.36758	3.121627	2.774134	3.132264	6.649978	2.024946
RAX	0	0	0	0	0	0	0	0	0	0	0	0	0.046635	0	0	0	0
RAX2	0.029083	0.040444	0.046723	0.0315	0.013791	0.017763	0.04103	0	0	0.014482	0	0	0	0.015042	0.016418	0.028159	0.114958
RB1	28.315747000000002	37.61375	53.134734	92.298523	70.89974	137.516444	17.350412	55.908803	31.853695	68.418803	40.257563	46.200966	49.174311	67.810917	66.759852	31.522231	50.664506
RB1CC1	19.414418	12.779194	25.013754	15.837562	16.071449	12.966754	19.463099	17.151355	15.338974	27.415273	6.743139	7.775374	23.91341	25.01565	23.140578	21.606008	19.452498
RBAK	14.485091	16.772166	11.877586	18.46788	12.032452	22.521213	25.392475	19.821542	10.595504	31.169744	15.291341	9.771063	20.415464	12.211678	12.89961	8.577885	20.229121
RBBP4	122.279808	107.429451	99.885257	89.262025	94.877292	101.989198	243.412426	130.550554	63.941736	159.276924	67.499026	86.067121	84.762504	120.874944	91.236598	128.960706	79.884687
RBBP5	16.795712	2.378237	7.712753	3.582329	0.162474	2.985162	10.350892	2.663373	5.976186	6.022382	7.196424	3.171134	3.331736	5.47989	5.24912	3.125218	1.119809
RBBP6	24.378876	33.981214	40.506018	44.729339	37.565479	59.81043	45.053832	53.121665	24.099276	39.240219	32.140126	39.109758	28.175232	35.644001	38.539135	36.242094	65.401888
RBBP7	75.601612	135.180709	94.696558	131.133836	94.65851	98.505419	204.97177	46.901484	63.708917	148.216408	73.473328	70.221637	76.364886	104.255674	66.302251	105.688823	159.343732
RBBP8	57.040471	169.373242	126.215784	144.67079	91.962067	92.613111	116.517189	92.093006	39.841631	67.194565	42.097102	261.965136	99.470025	89.77741	47.20905	67.944509	38.988135
RBBP9	2.856239	2.866325	3.150603	1.668634	2.820383	4.06631	5.74995	2.537149	2.329951	0.736518	2.181695	3.537039	2.892722	2.641523	2.065117	3.496383	2.432181
RBCK1	47.422611	33.90641	29.992916	13.620394	25.075055	53.648453	24.191146	81.882322	23.359575	19.431022	24.288285	40.746355	35.35111	27.572436	34.280866	23.389425	53.308219
RBFA	24.546606	5.463792	11.264492	5.849832	13.644823	11.913759	9.013517	8.881013	8.235005	9.452944	6.513903	9.925608	11.791537	16.168313	8.960627	12.260156	21.79041
RBFOX1	0	1.581374	0	0.128573	1.167979	1.071111	0	0.088354	0.296837	0.086921	0.038466	0.081133	1.950855	0.062404	0	0	0.204356
RBFOX2	146.766443	104.084484	87.765958	143.186562	102.288365	194.169826	97.97548	191.983995	65.000849	89.042744	111.818601	139.251312	106.335854	117.717309	110.314194	151.498162	213.767509
RBFOX3	0.12377	0.381065	0.10879	0.664221	0.050647	0.203623	0.365541	0.056606	0.024557	0.110544	0.025623	0.064059	2.0589	0.117298	0.10659	0.043579	0.301098
RBKS	2.512516	1.254635	2.049686	1.04782	1.17213	2.136902	0.981152	1.016456	0.57949	1.28476	0.741233	0.5147	0.770338	0.995665	0.500502	0.725311	2.624706
RBL1	2.464427	16.576793	10.434978	20.425708	13.771437	11.106264	32.652671	16.666203	6.880043	9.50494	11.567528	13.899978	6.699449	12.050342	6.116694	18.38452	12.872464
RBL2	21.525838	28.397295	55.271953	38.833588	40.890383	57.257736	21.24929	31.729182	17.107778	42.087318	12.548269	14.651829	23.858536	44.025074	49.101499	27.915592	36.250516
RBM10	80.413809	57.488521	41.8921	30.815164	56.730275	53.726447	82.405921	37.657642	45.550156	44.211451	57.032609	39.065865	56.987638	40.885393	37.302384000000004	40.653872	67.068972
RBM11	0.503582	3.831894	3.97886	1.343118	0.154293	0.660784	5.851703	0.404472	0.330212	5.103039	6.401224	0.445009	1.728202	11.953107	0.265072	5.43548	7.655725
RBM12	57.557655	61.759946	50.012327	66.154322	42.662852	67.221662	83.581793	74.305111	41.235274	160.734093	50.12117	60.91921	43.210492	64.466629	60.480545	69.947154	74.895417
RBM14	26.582127	16.033879	15.751834	28.922797	16.92098	26.537581	20.813203	24.436408	14.507936	18.633453	11.630237	20.572221	12.606522	14.15271	14.765773	16.811519	33.719658
RBM15	15.186032	11.668047	8.200191	7.522506	9.391599	18.846682	28.087038	16.8616	7.294726	12.360361	9.702594	11.925755	7.362788	7.436161	13.651675	12.719729	21.802112
RBM17	192.473269	99.886219	230.767448	210.55704	188.866166	180.750152	342.797528	146.714641	85.192767	227.302351	101.367955	307.413211	225.215773	176.486999	156.865379	139.902981	126.656681
RBM18	13.828004	9.455822	11.666449	20.792441	16.53303	14.874721	13.276552	14.779041	12.181156	17.739772	14.575522	9.769978	9.947915	12.550784	13.295147	28.779089	23.86732
RBM19	56.802045	23.859309	20.415211	26.115839	28.225284	41.262665	36.592268	28.260119	18.100823	31.157789	17.236769	48.420501	22.663904	36.010516	26.458431	46.465148	57.444953
RBM22	40.284351	44.06211	25.724039	37.202394	30.050499	48.98232	35.764141	33.625402	25.628554	60.698608	49.636945	29.351691	20.980236	27.167664	27.062991	26.749638	45.514511
RBM23	91.849548	107.146912	144.718991	95.127749	87.012618	129.544169	141.364507	82.779589	86.370057	138.692114	103.349911	122.162408	112.793319	124.461215	91.687959	113.070709	123.105749
RBM24	0	0.338354	0.411974	0.063773	0.168619	0.613834	0.286058	0.213442	0.098784	0	0	0.400796	0.081278	0	0.324805	0	0.362181
RBM25	155.848238	86.306606	116.019342	140.122296	120.451139	119.772564	225.79163	144.528942	65.398108	141.227788	76.600721	163.143125	120.84168	114.136386	130.588592	100.670618	187.723445
RBM26	60.193935	54.858864	56.818228	47.26646	35.65819	101.309296	55.784572	45.796921	29.197005	58.577694	29.912503	44.406036	37.017749	58.75068	53.949379	49.507179	88.104887
RBM27	51.798469	49.706039	62.84638	32.026336	64.74667	70.592968	57.325323	46.745126	31.211578	73.654711	56.887723	50.817936	42.267024	39.274675	42.087643	43.50025	67.247295
RBM28	182.767358	54.885171	110.619361	172.38377500000001	144.281739	120.84142	117.176275	184.092767	53.009022	226.074996	151.725369	121.587552	138.471653	103.055488	89.902487	151.11163	159.500523
RBM3	203.637309	164.886347	189.403686	169.785004	265.128104	161.754451	224.164853	85.816927	102.96513	137.145908	163.586012	149.991568	227.11267900000001	131.651664	159.452722	118.383414	169.70897
RBM33	94.57415	53.638814000000004	88.92263	97.120717	84.104548	154.458468	63.931785	108.27631	74.322012	165.137653	76.009958	82.120674	126.112459	72.672606	103.482152	93.453406	131.991594
RBM34	70.522486	49.582235	46.335597	34.844617	24.148952	29.87685	59.896929	32.518811	23.875937	91.054215	76.613271	50.155511	12.409105	26.996326	37.057096	51.310041	30.225645
RBM38	20.170128	8.69178	5.999547	8.033325	11.87244	10.871445	35.758937	53.925368	33.518767	7.12547	20.034379	17.787482	8.401278	10.873833	10.119503	6.378789	4.410389
RBM39	836.299305	674.425752	978.892998	703.356771	629.341323	1097.462124	978.874784	906.610403	432.416496	2624.778337	595.693388	712.373405	913.935088	934.906725	728.34054	770.800312	1003.766533
RBM4	153.857143	96.027573	58.324894	84.06024	47.731424	108.938063	121.49011900000001	102.170767	81.072723	95.918462	96.211337	112.398413	73.576392	79.636502	54.117466	95.637663	87.602039
RBM41	16.788057	48.079535	16.931949	13.587139	10.760064	20.971659	14.194196	18.135244	9.187038	34.595068	16.771351	8.474802	18.364182	15.855049	17.150851	19.676284	18.646459
RBM42	9.652017	16.607303	7.752865	20.890053	11.275883	7.756793	18.744364	17.861633	7.289441	9.502125	9.25347	6.889727	8.451667	5.824621	8.693898	4.501847	8.39835
RBM45	4.411145	2.803507	6.114482	0.869789	2.912517	5.2341	2.3051	2.717471	1.407576	3.707383	2.094517	2.944706	2.552955	3.072799	1.875265	0.509537	3.393102
RBM46	0	0.012728	0.01423	0.122592	0.012719	0.720044	0.07561	0.01379	0.0124	0	0.011758	0	0	0.027949	0.257386	0.016969	0
RBM47	40.215994	9.221658	9.884989	13.844591	3.925462	14.325774	6.195048	8.36708	11.33478	21.743669	8.126143	13.674049	7.772966	15.865352	13.119129	17.603771	19.412263
RBM48	3.234584	2.753571	1.590111	2.713999	4.433527	4.293203	1.891292	3.169536	1.551615	4.558756	1.29507	2.991943	1.368644	1.970539	1.731922	3.160842	1.777888
RBM4B	24.01216	10.049619	10.515078	19.234649	6.624151	21.03179	16.291838	13.46549	8.660191	12.664285	7.743413	12.630836	6.971978	10.172016	8.937141	10.996283	25.999461
RBM5	307.622758	150.295649	165.783062	138.30782	224.748718	262.87361	166.95704	214.777758	147.370603	158.049769	146.640927	278.973261	212.736786	178.443999	240.339846	158.966457	343.195687
RBM6	123.725271	37.294932	65.559861	53.288354	60.501253	139.737629	69.465042	155.015218	43.845052	38.671569	60.144318	66.567006	102.32678	75.972438	67.042945	49.558451	201.185923
RBM7	35.1492	57.228112	77.618908	51.898855	64.978339	63.903135	41.373926	81.455836	51.924695	92.205289	56.838742	102.878341	59.624494	63.313086	50.484773	61.931646	37.252618
RBM8A	163.655652	145.02458	109.061508	99.613956	113.206808	92.610218	267.210596	127.714323	105.09021	122.666067	201.336883	253.711	132.48291	98.878608	96.847066	117.058198	77.83866
RBMS1	102.773729	64.143755	75.139455	81.062733	92.549292	92.84213	78.788776	121.601565	35.598026	34.20654	76.497107	82.669649	92.180796	71.526171	90.075849	120.918676	63.32833
RBMS2	139.559852	85.937935	51.540673	70.288368	91.670948	163.593426	88.368784	190.158029	56.355212	103.897307	83.236055	166.343395	94.943554	91.729901	120.60136	132.242665	101.711893
RBMS3	4.863581	4.811608	12.328229	20.858018	18.920955	63.055096	14.932148	30.392589	9.035515	1.407932	11.752291	12.549515	31.098658	39.525533	35.636891	16.28056	35.437991
RBMX	160.821817	320.343939	183.386328	211.134561	170.480988	257.718349	361.250904	246.445922	117.70414	313.102054	225.799638	222.964932	150.424688	211.983871	178.369659	247.132162	243.59264
RBMX2	2.51233	4.273658	2.291661	5.403345	3.148485	4.95338	4.503441	3.222993	2.467598	14.749345	5.490671	2.62351	2.523756	0.394206	1.345424	3.873788	6.339942
RBMXL2	0	0.015945	0.428163	0	0	1.305108	0.094994	0.017314	0.237178	0	0.044355	0	0.427681	0.017515	0.056913	0.074552	0
RBP1	2.873739	43.134995	23.772494	21.530853	59.089007	36.524336	96.0581	18.557955	22.404865	4.365296	15.079678	33.97467	36.398674	38.536233	29.860341	18.300727	23.0068
RBP2	0	0	0	1.30358	0	0	0	0	0	0	0	0	0	0.256462	0	0	0.199048
RBP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBP4	0.039417	4.891669	2.865241	5.281004	2.269568	6.055051	5.804004	0.314114	0.160939	3.054103	0.659295	0.130553	1.922016	2.550406	17.044581	0.357368	1.564208
RBP5	2.192368	0	7.386958	0.811492	0.789407	98.807841	0.960532	0.383484	0	0	0.558599	0.358748	1.12631	0.262764	1.785745	2.14134	1.833744
RBP7	0.111738	0	0	0.070617	0.180036	0.893064	1.781797	0.685417	0.195838	0.117655	0.28656	0.205409	0.480192	0.074667	0.683105	0.238703	0.227452
