NAME	cell_type
HAPLN3	Endothelial.cells
HAS1	CAF
HAS2	CAF
HAUS4	Macrophages
HAUS7	Malignant
HAVCR2	T.cells.CD8
HCFC1R1	Macrophages
HCG11	B.cells
HCK	Macrophages
HCST	T.cells.CD8
HDAC6	Macrophages
HDAC7	NK.cells
HDAC9	B.cells
HDHD1	NK.cells
HEATR5B	B.cells
HECA	T.cells.CD4
HEIH	B.cells
HELB	T.cells.CD8
HELQ	NK.cells
HENMT1	NK.cells
HERC2	NK.cells
HERC2P3	Endothelial.cells
HERC2P9	Endothelial.cells
HERC3	T.cells.CD4
HERC4	CAF
HEY1	Malignant
HGF	Macrophages
HHEX	Endothelial.cells
HID1	Endothelial.cells
HIF1AN	T.cells.CD8
HILPDA	Malignant
HINT2	T.cells.CD8
HIP1	NK.cells
HIP1R	B.cells
HIPK1	NK.cells
HIST1H1C	CAF
HIST1H1E	B.cells
HIST1H2AC	Malignant
HIST1H2BD	Malignant
HIST1H2BK	Malignant
HIST2H2BE	Malignant
HIST3H2A	NK.cells
HIVEP2	T.cells.CD4
HK2	Macrophages
HK3	Macrophages
HLA.DMA	Macrophages
HLA.DMB	Macrophages
HLA.DOA	B.cells
HLA.DOB	B.cells
HLA.DPA1	Macrophages
HLA.DPB1	Macrophages
HLA.DQA1	Macrophages
HLA.DQA2	Macrophages
HLA.DQB1	Macrophages
HLA.DQB2	Macrophages
HLA.DRA	Macrophages
HLA.DRB1	Macrophages
HLA.DRB5	Macrophages
HLA.DRB6	B.cells
HLA.F.AS1	T.cells.CD8
HMBS	Malignant
HMCN1	Malignant
HMGCS1	CAF
HMHA1	T.cells.CD8
HMOX1	Macrophages
HNMT	Macrophages
HNRPLL	T.cells.CD4
HOMER3	CAF
HOPX	NK.cells
HOXD9	Endothelial.cells
HP	Endothelial.cells
HPGD	Malignant
HPS3	Macrophages
HPS4	Malignant
HRCT1	Endothelial.cells
HSBP1L1	CAF
HSD17B14	Macrophages
HSD17B7	NK.cells
HSD17B8	NK.cells
HSH2D	B.cells
HSPA13	Malignant
HSPA1A	Macrophages
HSPA1B	Macrophages
HSPA2	Malignant
HSPA6	Macrophages
HSPA7	Macrophages
HSPB2	CAF
HSPB6	CAF
HSPB7	CAF
HSPB8	CAF
HSPBAP1	Macrophages
HSPG2	Endothelial.cells
HTATSF1	T.cells.CD4
HTRA1	CAF
HTRA2	T.cells.CD8
HTRA3	CAF
HVCN1	B.cells
HYAL1	Endothelial.cells
HYAL2	Endothelial.cells
ICA1	Endothelial.cells
ICAM1	Macrophages
ICAM3	NK.cells
ICOS	T.cells.CD4
ICT1	Macrophages
ID1	Endothelial.cells
ID2	NK.cells
ID3	Endothelial.cells
IDNK	T.cells.CD4
IER3	Macrophages
IFFO1	Macrophages
IFI27	Macrophages
IFI30	Macrophages
IFI44	T.cells.CD8
IFI44L	T.cells.CD8
IFIT2	Macrophages
IFITM1	NK.cells
IFNG	T.cells.CD8
IFNGR2	Macrophages
IFT27	Malignant
IGF1	Endothelial.cells
IGF2	CAF
IGF2R	NK.cells
IGFBP3	CAF
IGFBP4	CAF
IGFBP5	CAF
IGFBP6	CAF
IGFBP7	Endothelial.cells
IGJ	B.cells
IGLL1	B.cells
IGLL3P	B.cells
IGLL5	B.cells
IGSF11	Malignant
IGSF6	Macrophages
IKBKB	NK.cells
IKBKE	T.cells.CD4
IKZF1	T.cells.CD8
IL10RA	T.cells.CD8
IL15RA	Endothelial.cells
IL16	B.cells
IL18	Macrophages
IL18BP	Macrophages
IL18RAP	NK.cells
IL1R1	Endothelial.cells
IL1RAP	Malignant
IL21R	T.cells.CD4
IL21R.AS1	T.cells.CD4
IL27RA	T.cells.CD4
IL2RA	Macrophages
IL2RB	NK.cells
IL2RG	T.cells.CD8
IL32	T.cells.CD8
IL33	Endothelial.cells
IL3RA	Endothelial.cells
IL4I1	Macrophages
IL4R	B.cells
IL7	Endothelial.cells
IL7R	T.cells.CD4
IMMP2L	Malignant
INHBA	CAF
INO80C	NK.cells
INO80D	T.cells.CD4
INPP4A	NK.cells
INPP4B	T.cells.CD4
INPP5D	B.cells
INSIG1	CAF
INSIG2	Endothelial.cells
INTS9	NK.cells
IP6K1	NK.cells
IPCEF1	T.cells.CD8
IPO11.LRRC70	Endothelial.cells
IQCA1	Endothelial.cells
IQCB1	B.cells
IQCC	T.cells.CD4
IQGAP2	NK.cells
IQSEC1	B.cells
IRF4	B.cells
IRF5	Macrophages
IRF8	B.cells
ISCA1	Endothelial.cells
ISG20	NK.cells
ISLR	CAF
ISYNA1	Malignant
ITGA11	CAF
ITGA5	Endothelial.cells
ITGAE	NK.cells
ITGAL	T.cells.CD4
ITGAM	NK.cells
ITGAX	NK.cells
ITGB2	T.cells.CD8
ITGB2.AS1	T.cells.CD4
ITGB4	Endothelial.cells
ITGB7	T.cells.CD8
ITGBL1	CAF
ITK	T.cells.CD4
ITM2A	T.cells.CD4
ITPKB	T.cells.CD4
ITPR1	B.cells
ITPRIP	Endothelial.cells
JAG1	Endothelial.cells
JAK2	Macrophages
JAK3	T.cells.CD4
JAKMIP1	T.cells.CD8
JAM3	CAF
JARID2	T.cells.CD8
JUND	NK.cells
JUP	Endothelial.cells
KALRN	Endothelial.cells
KANK1	Malignant
KANK2	CAF
KANK3	Endothelial.cells
KANSL3	NK.cells
KAT6A	NK.cells
KAT6B	NK.cells
KBTBD8	B.cells
KCNA3	T.cells.CD4
KCNE3	Macrophages
KCNK6	Macrophages
KCNMA1	Macrophages
KCNN4	B.cells
KCTD12	Endothelial.cells
KDELR3	CAF
KDM4B	B.cells
KDM4C	B.cells
KDM6B	NK.cells
KDR	Endothelial.cells
KHDRBS2	B.cells
KIAA0040	B.cells
KIAA0125	B.cells
KIAA0226L	B.cells
KIAA0391	T.cells.CD8
KIAA0430	B.cells
KIAA0922	B.cells
KIAA1147	NK.cells
KIAA1199	Endothelial.cells
KIAA1217	Endothelial.cells
KIAA1324	T.cells.CD4
KIAA1467	Endothelial.cells
KIAA1468	B.cells
KIAA1598	Macrophages
KIAA1683	NK.cells
KIAA1875	B.cells
KIAA1919	B.cells
KIAA1967	T.cells.CD4
KIAA2026	NK.cells
KIF21A	NK.cells
KIF22	T.cells.CD8
KIF23	CAF
KIF2A	T.cells.CD4
KIF3B	T.cells.CD8
KIFC1	CAF
KIR2DL4	NK.cells
KIR3DL1	NK.cells
KIRREL	Malignant
KLF10	NK.cells
KLF12	T.cells.CD8
KLF2	B.cells
KLHDC4	NK.cells
KLHDC7B	NK.cells
KLHDC8B	Macrophages
KLHL28	T.cells.CD4
KLHL3	Endothelial.cells
KLHL36	B.cells
KLHL4	Endothelial.cells
KLHL6	B.cells
KLRB1	NK.cells
KLRC1	NK.cells
KLRC2	NK.cells
KLRC3	T.cells.CD8
KLRC4	T.cells.CD8
KLRC4.KLRK1	T.cells.CD8
KLRD1	NK.cells
KLRF1	NK.cells
KLRG1	T.cells.CD8
KLRK1	NK.cells
KRT18	Endothelial.cells
KRT19	CAF
KRT34	CAF
KRT7	CAF
KRTAP1.5	CAF
KRTAP19.1	Malignant
KRTAP2.3	CAF
KYNU	Macrophages
L3HYPDH	CAF
LACTB	Macrophages
LAG3	T.cells.CD8
LAGE3	NK.cells
LAIR1	Macrophages
LAIR2	NK.cells
LAMA4	Endothelial.cells
LAMB1	Endothelial.cells
LAMB2	Endothelial.cells
LANCL1	T.cells.CD4
LAPTM4B	Malignant
LARP6	CAF
LAT	T.cells.CD4
LAT2	NK.cells
LAX1	T.cells.CD4
LAYN	Endothelial.cells
LBH	T.cells.CD4
LCK	T.cells.CD4
LCOR	B.cells
LCP1	NK.cells
LCP2	T.cells.CD8
LDB2	Endothelial.cells
LDLRAP1	T.cells.CD4
LEF1	Malignant
LEPR	Endothelial.cells
LEPREL2	CAF
LGALS3BP	Malignant
LGMN	Macrophages
LHFP	Endothelial.cells
LHFPL2	Macrophages
LHFPL3.AS1	Malignant
LILRA1	Macrophages
LILRA2	Macrophages
LILRA5	Macrophages
LILRA6	Macrophages
LILRB1	Macrophages
LILRB2	Macrophages
LILRB4	Macrophages
LILRB5	Macrophages
LIMA1	CAF
LIMCH1	Endothelial.cells
LIME1	T.cells.CD4
LIMK1	NK.cells
LIMK2	Endothelial.cells
LIMS2	CAF
LIMS3	Endothelial.cells
LIMS3L	Endothelial.cells
LINC00260	T.cells.CD4
LINC00330	T.cells.CD8
LINC00426	NK.cells
LINC00473	Malignant
LINC00589	Malignant
LINC00623	NK.cells
LINC00673	Malignant
LINC00847	Malignant
LINS	T.cells.CD4
LIPA	Macrophages
LIPT1	Malignant
LMNA	CAF
LMO2	Endothelial.cells
LMO7	CAF
LOC100128420	T.cells.CD4
LOC100129917	Endothelial.cells
LOC100130231	NK.cells
LOC100130476	T.cells.CD8
LOC100131096	T.cells.CD4
LOC100132356	NK.cells
LOC100132707	NK.cells
LOC100132832	B.cells
LOC100133445	Malignant
LOC100134259	CAF
LOC100188947	NK.cells
LOC100271836	B.cells
LOC100288778	Macrophages
LOC100289511	B.cells
LOC100505495	Endothelial.cells
LOC100505549	B.cells
LOC100505648	Endothelial.cells
LOC100505702	Macrophages
LOC100505865	Malignant
LOC100506060	B.cells
LOC100506123	T.cells.CD8
LOC100506305	T.cells.CD4
LOC100506388	Endothelial.cells
LOC100506776	T.cells.CD8
LOC100507117	B.cells
LOC146481	Malignant
LOC154761	T.cells.CD4
LOC253039	T.cells.CD4
LOC257396	T.cells.CD4
LOC283663	B.cells
LOC283683	NK.cells
LOC284581	Endothelial.cells
LOC285740	T.cells.CD4
LOC285972	B.cells
LOC339166	NK.cells
LOC340357	Malignant
LOC349196	T.cells.CD8
LOC387895	Malignant
LOC388796	Malignant
LOC400043	CAF
LOC400958	B.cells
LOC401052	B.cells
LOC595101	NK.cells
LOC643401	B.cells
LOC643623	B.cells
LOC643733	Endothelial.cells
LOC643837	Endothelial.cells
LOC645166	CAF
LOC646329	CAF
LOC648987	NK.cells
LOC650226	Endothelial.cells
LOC728875	NK.cells
LOC729013	Malignant
LOC729609	B.cells
LOC729732	T.cells.CD4
LOC729737	Macrophages
LOC96610	B.cells
LOH12CR1	T.cells.CD8
LONP1	Malignant
LOX	CAF
LOXL1	CAF
LOXL2	CAF
LOXL3	CAF
LOXL4	Malignant
LPAR1	CAF
LPAR5	B.cells
LPAR6	Macrophages
LPCAT2	Macrophages
LPL	Malignant
LRIF1	NK.cells
LRMP	B.cells
LRP1	CAF
LRRC25	Macrophages
LRRC32	CAF
LRRC37A2	B.cells
LRRC37A4P	T.cells.CD4
LRRC70	Endothelial.cells
LRRC8C	T.cells.CD4
LRRFIP2	NK.cells
LSM5	NK.cells
LSP1	NK.cells
LSS	CAF
LST1	Macrophages
LTB	B.cells
LTBP1	CAF
LTBP2	CAF
LTBP4	Endothelial.cells
LTC4S	Endothelial.cells
LTV1	Endothelial.cells
LUM	CAF
LURAP1	Malignant
LXN	Endothelial.cells
LY6K	Malignant
LY86	Macrophages
LY9	B.cells
LYAR	T.cells.CD8
LYN	NK.cells
LYRM5	Endothelial.cells
LYRM9	Endothelial.cells
LYSMD2	Endothelial.cells
LYST	T.cells.CD8
LYVE1	Endothelial.cells
LYZ	Macrophages
LZIC	Malignant
LZTFL1	NK.cells
LZTS1	Malignant
MAD2L1	Malignant
MAD2L1BP	Malignant
MAD2L2	NK.cells
MAF	T.cells.CD4
MAFB	Macrophages
MAGEA12	Malignant
MAGEA2B	Malignant
MAGEA6	Malignant
MAGEB10	T.cells.CD8
MAGEC1	Malignant
MAGEC2	Malignant
MAGED1	CAF
MAGED4B	Endothelial.cells
MAGEF1	Malignant
MAGEH1	T.cells.CD4
MAGI2.AS3	CAF
MAL	T.cells.CD4
MALL	CAF
MAN1A1	Endothelial.cells
MAN1A2	T.cells.CD4
MAN2A1	T.cells.CD4
MANSC1	Endothelial.cells
MAP1A	CAF
MAP1B	CAF
MAP1LC3A	Endothelial.cells
MAP3K14	NK.cells
MAP3K8	NK.cells
MAP4K1	T.cells.CD8
MAPK1	NK.cells
MAPK3	Endothelial.cells
MAPK6	T.cells.CD8
MARCH1	B.cells
MARCH3	Endothelial.cells
MARCKS	Macrophages
MARCKSL1	Endothelial.cells
MARCO	Macrophages
MAST3	B.cells
MASTL	NK.cells
MATK	NK.cells
MATN2	Endothelial.cells
MB21D1	T.cells.CD8
MBOAT2	CAF
MC1R	Malignant
MCAM	Malignant
MCHR1	Malignant
MCM4	CAF
MCM6	T.cells.CD8
MCOLN1	Macrophages
MCOLN2	T.cells.CD8
MCPH1	T.cells.CD4
MCTP2	NK.cells
MDFIC	Endothelial.cells
MDK	Endothelial.cells
ME1	Macrophages
MED11	Macrophages
MED13	T.cells.CD8
MED23	NK.cells
MED8	Malignant
MEF2A	Macrophages
MEF2C	B.cells
MEF2D	NK.cells
MEG3	CAF
MEGF6	Endothelial.cells
MEGF9	NK.cells
MELK	CAF
MERTK	Macrophages
MEST	CAF
MET	Malignant
METTL1	Malignant
METTL18	NK.cells
METTL7B	Macrophages
MFAP2	Endothelial.cells
MFAP3	Endothelial.cells
MFAP4	CAF
MFAP5	CAF
MFGE8	Malignant
MFI2	Malignant
MFSD1	Macrophages
MGAT5	B.cells
MGC21881	Endothelial.cells
MGLL	CAF
MGMT	Endothelial.cells
MGP	CAF
MGST1	CAF
MGST2	Endothelial.cells
MIA	Malignant
MIAT	T.cells.CD8
MICAL3	B.cells
MID1	Endothelial.cells
MIF4GD	B.cells
MIIP	T.cells.CD8
MILR1	Macrophages
MIOS	B.cells
MIR100HG	CAF
MIR1244.1	Endothelial.cells
MIR1244.2	Endothelial.cells
MIR1244.3	Endothelial.cells
MIR155HG	T.cells.CD8
MIR22HG	CAF
MIR3064	Macrophages
MIR3654	Endothelial.cells
MIR4426	Endothelial.cells
MIR5047	Endothelial.cells
MITF	Malignant
MKLN1	NK.cells
MKNK1	Macrophages
MKRN1	NK.cells
MLANA	Malignant
MLLT11	CAF
MLLT3	T.cells.CD4
MLPH	Malignant
MMD	NK.cells
MMD2	B.cells
MMP1	CAF
MMP2	CAF
MMP8	Malignant
MMRN1	Endothelial.cells
MMRN2	Endothelial.cells
MNDA	Macrophages
MOB3B	B.cells
MOK	Malignant
MORC2.AS1	Endothelial.cells
MOV10L1	Endothelial.cells
MOXD1	CAF
MPEG1	Macrophages
MPI	Malignant
MPP1	Macrophages
MPP7	Endothelial.cells
MRC1	Endothelial.cells
MRE11A	B.cells
MRGPRF	CAF
MRPL2	T.cells.CD8
MRPL39	B.cells
MRPS17	Malignant
MRPS30	T.cells.CD8
MRPS31	T.cells.CD8
MRPS31P5	NK.cells
MRS2	Malignant
MS4A1	B.cells
MS4A4A	Macrophages
MS4A6A	Macrophages
MS4A7	Macrophages
MSC	CAF
MSI2	T.cells.CD4
MSL2	T.cells.CD8
MSL3	T.cells.CD4
MSR1	Macrophages
MSRB1	Macrophages
MSS51	T.cells.CD8
MST4	B.cells
MT1A	Malignant
MT1E	CAF
MT1F	T.cells.CD8
MT1G	Malignant
MT1L	CAF
MT1M	CAF
MT2A	CAF
MTA2	NK.cells
MTERFD1	Malignant
MTFP1	NK.cells
MTHFS	Macrophages
MTIF2	CAF
MTMR10	Macrophages
MTMR6	T.cells.CD4
MTOR	NK.cells
MTRF1L	Endothelial.cells
MTSS1	B.cells
MTUS1	Endothelial.cells
MTX1	CAF
MUTYH	Endothelial.cells
MX1	T.cells.CD8
MX2	T.cells.CD8
MXD1	Macrophages
MXD4	T.cells.CD4
MXI1	Malignant
MXRA8	CAF
MYC	Malignant
MYCT1	Endothelial.cells
MYL9	CAF
MYLK	CAF
MYO1B	CAF
MYO1C	CAF
MYO1F	NK.cells
MYO1G	T.cells.CD8
MYO9B	Macrophages
MYOF	CAF
MYZAP	Endothelial.cells
MZB1	B.cells
MZT2B	Macrophages
N4BP2L1	Macrophages
N6AMT1	CAF
N6AMT2	CAF
NAA16	NK.cells
NAA40	T.cells.CD8
NAB1	T.cells.CD8
NADK	Macrophages
NAGA	Macrophages
NAGK	Macrophages
NAP1L6	B.cells
NAPSB	B.cells
NARFL	B.cells
NARS2	Malignant
NAT10	B.cells
NBEAL2	T.cells.CD4
NCAM1	NK.cells
NCAPG2	CAF
NCF1	B.cells
NCF1B	B.cells
NCF1C	B.cells
NCF2	Macrophages
NCF4	Macrophages
NCOA2	T.cells.CD8
NCOA3	B.cells
NCOA7	Endothelial.cells
NCR1	NK.cells
NDC80	T.cells.CD8
NDE1	B.cells
NDFIP2	CAF
NDNF	Endothelial.cells
NDRG2	Endothelial.cells
NDRG4	Endothelial.cells
NDUFAF2	CAF
NDUFAF6	Malignant
NEDD4L	Malignant
NEIL1	Endothelial.cells
NEK7	CAF
NEK8	B.cells
NELFA	B.cells
NELL2	T.cells.CD8
NENF	Malignant
NEXN	CAF
NFAM1	Macrophages
NFATC1	T.cells.CD4
NFIA	Endothelial.cells
NFIB	Endothelial.cells
NFKB2	B.cells
NFKBID	B.cells
NFS1	Macrophages
NGF	CAF
NGFRAP1	CAF
NHEJ1	Malignant
NID1	Endothelial.cells
NID2	CAF
NIF3L1	Malignant
NINJ2	T.cells.CD4
NINL	Endothelial.cells
NKG7	NK.cells
NLGN1	Malignant
NLRP1	NK.cells
NME4	CAF
NMUR1	NK.cells
NNMT	Endothelial.cells
NOL10	B.cells
NOL11	NK.cells
NOP16	Endothelial.cells
NOP2	T.cells.CD8
NOS3	Endothelial.cells
NOTCH2NL	B.cells
NOV	Malignant
NPAT	T.cells.CD4
NPDC1	Endothelial.cells
NPL	Macrophages
NPRL2	NK.cells
NQO1	CAF
NR1H3	Macrophages
NR2C1	NK.cells
NR2C2AP	Malignant
NR2F1	Endothelial.cells
NR2F2	Endothelial.cells
NR2F6	Malignant
NR4A1	NK.cells
NR4A3	Macrophages
NRBF2	NK.cells
NREP	CAF
NRN1	Endothelial.cells
NRP1	CAF
NRP2	Endothelial.cells
NSFP1	Endothelial.cells
NSG1	Malignant
NSUN5	Macrophages
NSUN5P1	NK.cells
NT5DC1	T.cells.CD4
NT5E	CAF
NTHL1	Malignant
NTM	CAF
NTPCR	Endothelial.cells
NTS	Endothelial.cells
NUAK2	B.cells
NUDT14	Endothelial.cells
NUDT16L1	T.cells.CD8
NUP205	NK.cells
NUP210	NK.cells
NUP37	CAF
NUP54	CAF
NUP85	T.cells.CD8
NUPL2	B.cells
NUPR1	Macrophages
NUSAP1	CAF
NXT2	Malignant
OAS1	Macrophages
OAS2	T.cells.CD8
OAS3	T.cells.CD8
OASL	T.cells.CD8
OAT	CAF
OBFC1	NK.cells
OCIAD2	T.cells.CD4
ODF3B	Endothelial.cells
OGG1	B.cells
OLFM1	Endothelial.cells
OLFML1	Endothelial.cells
OLFML2B	Macrophages
OLFML3	CAF
OLR1	Macrophages
ORAI3	Endothelial.cells
ORMDL3	T.cells.CD8
OSCAR	Macrophages
OSMR	CAF
OSR1	CAF
OTUD5	NK.cells
OTUD7B	Malignant
OXCT1	NK.cells
OXNAD1	NK.cells
OXTR	CAF
P2RX4	Macrophages
P2RX5	B.cells
P2RX7	Macrophages
P2RY10	T.cells.CD4
P2RY11	NK.cells
P2RY13	Macrophages
P2RY6	Macrophages
P4HA1	CAF
P4HA2	CAF
P4HA3	Endothelial.cells
PAAF1	Malignant
PAFAH1B3	Malignant
PAGR1	B.cells
PAK1	Macrophages
PALD1	Endothelial.cells
PALLD	CAF
PAM16	Malignant
PAMR1	CAF
PAN2	B.cells
PANK2	CAF
PAPLN	Endothelial.cells
PAPOLG	NK.cells
PAPSS1	NK.cells
PAPSS2	CAF
PARK2	B.cells
PARN	Macrophages
PARP11	T.cells.CD8
PARP15	B.cells
PARP16	NK.cells
PARP2	CAF
PARP8	T.cells.CD8
PARVG	B.cells
PASK	T.cells.CD4
PATL2	T.cells.CD8
PAX3	Malignant
PAX5	B.cells
PAXBP1	NK.cells
PBDC1	NK.cells
PBXIP1	T.cells.CD4
PCBP4	Malignant
PCCA	Endothelial.cells
PCDH17	Endothelial.cells
PCDH18	CAF
PCDHGA12	Malignant
PCDHGC3	Malignant
PCED1A	NK.cells
PCED1B	T.cells.CD4
PCED1B.AS1	NK.cells
PCK2	Macrophages
PCOLCE	CAF
PCOLCE2	CAF
PCTP	Malignant
PDCD1	T.cells.CD4
PDCD1LG2	Macrophages
PDCL3	T.cells.CD4
PDE1A	Endothelial.cells
PDE2A	Endothelial.cells
PDE3B	T.cells.CD8
PDE4D	T.cells.CD8
PDE6B	T.cells.CD4
PDE6D	B.cells
PDE7B	Endothelial.cells
PDGFA	Endothelial.cells
PDGFD	Endothelial.cells
PDGFRA	CAF
PDGFRB	CAF
PDGFRL	CAF
PDK4	Endothelial.cells
PDLIM1	Endothelial.cells
PDLIM3	Endothelial.cells
PDLIM4	Malignant
PDLIM7	CAF
PDPN	Endothelial.cells
PDS5A	T.cells.CD4
PEAR1	Endothelial.cells
PECAM1	Endothelial.cells
PELI1	T.cells.CD4
PEMT	Malignant
PERP	Endothelial.cells
PES1	Malignant
PEX10	Malignant
PFDN4	T.cells.CD4
PFKFB3	Macrophages
PFKFB4	Malignant
PFKM	Malignant
PFN2	CAF
PGAP2	Malignant
PGF	Endothelial.cells
PGM3	CAF
PGM5	Endothelial.cells
PGRMC1	CAF
PGS1	Endothelial.cells
PHF1	B.cells
PHF20L1	NK.cells
PHF6	T.cells.CD8
PHF8	T.cells.CD8
PHGDH	Malignant
PHLDA2	CAF
PHLDA3	Malignant
PHLDB1	Malignant
PHLDB2	Endothelial.cells
PHRF1	B.cells
PI16	CAF
PIAS3	NK.cells
PID1	CAF
PIDD	Endothelial.cells
PIEZO1	Endothelial.cells
PIGA	Macrophages
PIGC	NK.cells
PIGO	Macrophages
PIGP	Malignant
PIGR	B.cells
PIK3AP1	B.cells
PIK3C2B	B.cells
PIK3CG	NK.cells
PIK3R1	NK.cells
PIK3R4	Endothelial.cells
PIK3R5	NK.cells
PILRA	Macrophages
PIM1	NK.cells
PIM2	T.cells.CD4
PINX1	Malignant
PION	B.cells
PIP4K2C	NK.cells
PIR	Malignant
PITPNC1	NK.cells
PKD2	CAF
PKHD1L1	Endothelial.cells
PKIB	Macrophages
PKIG	Endothelial.cells
PKMYT1	CAF
PKN2	NK.cells
PLA1A	Endothelial.cells
PLA2G15	Macrophages
PLA2G2A	CAF
PLA2G4B	T.cells.CD4
PLA2G4C	Endothelial.cells
PLAC8	B.cells
PLAC9	CAF
PLAGL1	CAF
PLAT	Malignant
PLAU	Macrophages
PLAUR	Macrophages
PLBD1	Macrophages
PLCD1	Endothelial.cells
PLCG1	T.cells.CD4
PLCG2	B.cells
PLD2	Endothelial.cells
PLD3	Macrophages
PLD4	Macrophages
PLEK	NK.cells
PLEKHB1	Malignant
PLEKHF1	NK.cells
PLEKHF2	B.cells
PLEKHG1	B.cells
PLEKHG2	T.cells.CD8
PLEKHG3	Endothelial.cells
PLEKHM3	NK.cells
PLEKHO1	Macrophages
PLEKHO2	NK.cells
PLGLB1	B.cells
PLIN5	Endothelial.cells
PLK2	Malignant
PLOD2	CAF
PLOD3	Malignant
PLP1	Malignant
PLRG1	T.cells.CD4
PLS3	CAF
PLSCR3	T.cells.CD4
PLSCR4	Endothelial.cells
PLTP	Macrophages
PLVAP	Endothelial.cells
PLXDC2	Macrophages
PLXNB3	Malignant
PM20D2	B.cells
PMAIP1	T.cells.CD4
PMEL	Malignant
PMM1	Malignant
PMP22	Malignant
PMPCA	CAF
PMS2P4	NK.cells
PMS2P5	T.cells.CD8
PNOC	B.cells
PNP	Endothelial.cells
POC1B	T.cells.CD8
POC1B.GALNT4	T.cells.CD4
PODN	CAF
PODXL	Endothelial.cells
POLD2	Malignant
POLG	T.cells.CD8
POLL	Macrophages
POLM	B.cells
POLR2D	NK.cells
POLR2H	Malignant
POLR3D	Malignant
POLR3K	Malignant
POM121C	NK.cells
POMGNT1	Malignant
PON2	Endothelial.cells
POP7	NK.cells
PORCN	CAF
POSTN	CAF
POU2AF1	B.cells
POU2F2	B.cells
PPAP2A	CAF
PPAP2B	Endothelial.cells
PPCDC	Macrophages
PPFIBP1	Endothelial.cells
PPFIBP2	Macrophages
PPIC	CAF
PPIF	Macrophages
PPIH	T.cells.CD8
PPIL1	CAF
PPM1M	T.cells.CD8
PPOX	Malignant
PPP1R10	NK.cells
PPP1R12B	T.cells.CD4
PPP1R21	B.cells
PPP2R1B	T.cells.CD4
PPP2R2B	NK.cells
PPP6R1	NK.cells
PPT2	Malignant
PRAM1	Macrophages
PRAME	Malignant
PRC1	CAF
PRCP	Endothelial.cells
PRDM1	T.cells.CD8
PREP	Malignant
PRF1	NK.cells
PRG4	CAF
PRH1.PRR4	B.cells
PRIM2	CAF
PRKAR1B	Endothelial.cells
PRKCD	Macrophages
PRKCDBP	CAF
PRKCH	NK.cells
PRKCQ	T.cells.CD4
PRKCQ.AS1	NK.cells
PRKD2	Endothelial.cells
PRKD3	NK.cells
PRKXP1	T.cells.CD8
PRMT6	Endothelial.cells
PRMT7	NK.cells
PROCR	Endothelial.cells
PROX1	Endothelial.cells
PRR14L	T.cells.CD4
PRR16	CAF
PRR26	Malignant
PRR5	T.cells.CD8
PRR7.AS1	T.cells.CD4
PRRX1	CAF
PRSS23	CAF
PRSS3	CAF
PRSS57	NK.cells
PRUNE	Malignant
PSAT1	Malignant
PSD4	NK.cells
PSEN2	Endothelial.cells
PSG5	CAF
PSMD6.AS2	T.cells.CD8
PSMG1	CAF
PSMG4	Malignant
PSTPIP1	T.cells.CD8
PTAFR	Macrophages
PTBP2	Endothelial.cells
PTGDR	NK.cells
PTGDS	CAF
PTGER2	NK.cells
PTGER4	T.cells.CD4
PTGES	CAF
PTGES2	B.cells
PTGIS	CAF
PTGR1	CAF
PTGR2	Macrophages
PTGS1	Macrophages
PTGS2	Endothelial.cells
PTK2B	B.cells
PTN	CAF
PTPLA	CAF
PTPLAD2	T.cells.CD8
PTPN18	B.cells
PTPN22	NK.cells
PTPN4	NK.cells
PTPN6	B.cells
PTPN7	T.cells.CD8
PTPRB	Endothelial.cells
PTPRC	T.cells.CD4
PTPRCAP	T.cells.CD8
PTPRZ1	Malignant
PTRF	CAF
PTRH2	Malignant
PTTG1	T.cells.CD8
PTX3	CAF
PUS3	Malignant
PVRIG	T.cells.CD8
PVRL2	Endothelial.cells
PVT1	T.cells.CD4
PXDN	Endothelial.cells
PXK	B.cells
PXMP2	Endothelial.cells
PYCR1	Malignant
PYGL	Malignant
PYHIN1	NK.cells
PYROXD2	Malignant
QDPR	Malignant
QPCT	Malignant
QRSL1	B.cells
R3HCC1L	T.cells.CD4
R3HDM4	T.cells.CD4
RAB11FIP4	NK.cells
RAB17	Malignant
RAB20	Macrophages
RAB22A	NK.cells
RAB30	B.cells
RAB31	Macrophages
RAB32	CAF
RAB34	CAF
RAB37	T.cells.CD4
RAB38	Malignant
RAB3B	CAF
RAB3D	Endothelial.cells
RABEP2	B.cells
RABIF	NK.cells
RABL3	B.cells
RAC2	T.cells.CD8
RAD51C	Malignant
RAD51L3.RFFL	T.cells.CD4
RADIL	Endothelial.cells
RAI14	Endothelial.cells
RALB	Endothelial.cells
RALGAPA2	Endothelial.cells
RALGPS2	B.cells
RAMP1	Malignant
RAMP2	Endothelial.cells
RAMP3	Endothelial.cells
RAPGEF6	T.cells.CD4
RARRES1	CAF
RARRES2	Endothelial.cells
RARRES3	NK.cells
RASA4CP	B.cells
RASAL3	T.cells.CD8
RASGEF1B	Macrophages
RASGRP1	NK.cells
RASGRP2	B.cells
RASGRP3	Endothelial.cells
RASGRP4	NK.cells
RASSF2	B.cells
RASSF4	Macrophages
RASSF5	NK.cells
RASSF7	NK.cells
RASSF9	Endothelial.cells
RBBP6	NK.cells
RBL1	T.cells.CD4
