NAME	Malignant	Endothelial cells	CAF	T cells CD8	NK cells	Macrophages	T cells CD4	B cells
CCR7	1	1	1	262.223610630267	1	1	300.971513779819	172.340982509905
CCRL1	1	253.108704044983	44.3560171901249	1	1	1	1	1
CCRL2	1	1	1	1	1	98.8227225284167	1	1
CCSER2	1	16.0111734909148	30.1902877990316	42.0453310872259	85.866796545685	1	46.1244263721672	1
CD14	1	58.2736778976062	1	1	1	3694.97958663394	1	1
CD160	1	1	1	1	631.877842298483	1	1	1
CD163	1	1	1	1	1	287.754730264221	1	1
CD180	1	1	1	1	1	59.1581097022652	1	144.33671242813
CD19	1	1	1	1	1	1	1	855.314063358823
CD1C	1	1	1	1	1	1	1	164.358203396684
CD2	1	1	1	1118.82339200792	145.678515690612	1	1197.89574894801	1
CD200	32.7499727180076	198.443996405028	1	1	1	1	1	1
CD200R1	1	1	1	66.494711311825	1	1	1	1
CD209	1	1	1	1	1	33.0680651873203	1	1
CD22	1	1	1	1	1	1	1	460.988792539814
CD226	1	1	1	1	1	1	53.61045237216	1
CD24	1	1	1	17.1552463975146	18.5072007501353	1	16.5417411690859	236.264396054042
CD244	1	1	1	71.3623778503447	50.416433165017	1	1	1
CD247	1	1	1	369.246325238563	861.810616141668	1	471.72475639653	1
CD248	1	1	751.291558974558	1	1	1	1	1
CD27	1	1	1	640.771768490797	1	1	422.262944586087	131.678060409188
CD28	1	1	1	64.4475902501117	1	42.5181303253381	166.228752058942	1
CD300A	1	1	1	1	159.008454812571	148.194055788508	1	1
CD300C	1	1	1	1	1	54.3700960247395	1	1
CD300LF	1	1	1	1	1	36.9936016692536	1	1
CD302	1	20.968860820616	19.1919959326417	1	1	72.1779886800567	1	1
CD320	280.560517909518	57.2960373962328	143.991423349731	1	14.4072360803277	1	1	1
CD33	1	1	1	1	1	49.1353798847169	1	1
CD34	1	140.404612515941	38.6508512550291	1	1	1	1	1
CD36	1	268.488613248939	170.866807675113	1	1	1	1	1
CD37	1	1	1	645.021745964014	302.833538486196	488.968508247263	511.512160409984	1552.63987957992
CD38	1	1	1	200.529024344589	147.72152971282	58.9085968988695	43.7003673648028	125.191323455358
CD3D	1	1	1	2225.01929938341	1	1	2242.15850085416	1
CD3E	1	1	1	468.231573797918	1	1	433.329940005348	1
CD3G	1	1	1	473.195582101273	1	1	442.71580835772	1
CD4	1	1	1	1	1	645.595376812366	396.440054698287	1
CD40	1	1	1	1	1	95.2345791708308	1	199.386749514716
CD40LG	1	1	1	1	1	1	267.225951998932	1
CD48	1	1	1	560.186643531585	652.215641412138	293.859032902123	777.877210534337	441.380968720474
CD5	1	1	1	136.266382178526	1	1	256.163963226799	1
CD52	1	1	1	1464.72540438032	396.131515241097	112.932943650884	1764.798645503	2039.6264610753
CD53	1	1	1	712.370117552464	584.051942177885	644.017327450904	764.173253293184	898.634360215005
CD59	183.985651455594	594.025334759575	389.595691857246	1	1	77.4991839053702	31.393951721537	1
CD6	1	1	1	183.32020629458	1	1	213.084484918461	1
CD68	105.690845859726	32.4777045365476	113.56910043255	28.6400444807675	46.4258836325309	2173.40629698639	25.4144499571741	71.7575845094516
CD69	1	1	1	1050.74283584695	1611.61565312366	1	1326.12848192682	1230.35302426871
CD7	1	1	1	99.0955633789725	142.143426745493	1	50.1234119347295	1
CD72	1	1	1	1	1	229.432758664915	1	257.180075470112
CD74	120.585861842508	923.664096728329	28.1741629677537	2683.03666056768	1625.73454450276	36715.7868219282	1644.40543458308	20449.0504912457
CD79A	1	1	1	1	1	1	1	1657.51951647322
CD79B	1	1	1	1	32.6419909189602	1	93.9285384656432	1678.66962962584
CD83	29.85828273649	1	1	1	1	170.664181292475	1	365.16657309232
CD84	1	1	1	97.9172609368255	18.1684165363461	77.9263679587196	108.354021508978	31.8255063230412
CD86	1	1	1	1	1	143.255176881933	1	1
CD8A	1	1	1	1382.88789308141	106.559904196367	1	1	1
CD8B	1	1	1	607.950730393112	1	1	1	1
CD9	147.833176330391	2930.43048001525	345.479958419858	1	1	433.15395807388	1	1
CD93	1	82.4315193113243	1	1	1	35.9588129424072	1	1
CD96	1	1	1	276.325139236427	133.530622721451	1	172.17257874646	1
CDC14A	1	1	1	57.6565556412537	55.0518331864188	1	60.1461806914986	1
CDC20	1	1	53.9431202219915	1	1	1	1	1
CDC37L1	1	1	23.4076467028364	1	1	44.6834581397819	1	1
CDC42EP1	1	1	37.5031400161634	1	1	1	1	1
CDC42EP2	1	56.725919622198	85.5789956826672	1	1	1	1	1
CDC42EP3	47.7673989577822	1	191.567648153465	38.5901368830716	1	1	28.1418313866385	1
CDC6	1	1	48.9262940113651	1	1	1	1	1
CDCA3	1	1	43.9241555551205	1	1	1	1	1
CDCA4	31.3557707480436	1	65.6975055324948	1	1	1	1	1
CDCA7	1	1	1	1	48.4240489508909	1	1	1
CDCA7L	1	1	13.339980853352	1	1	1	1	51.4410085349645
CDCP1	95.1976731702004	1	1	1	1	13.3217949953786	1	1
CDH1	49.3195214369259	1	1	1	1	1	1	1
CDH11	1	56.3100125675122	145.840421950962	1	1	1	1	1
CDH13	1	1	104.700435629562	1	1	1	1	1
CDH19	87.6575203250592	1	1	1	1	1	1	1
CDH2	1	1	122.180275069218	1	1	1	1	1
CDH26	1	63.7791557352032	1	1	1	1	1	1
CDH3	29.0818597724387	1	1	1	1	1	1	1
CDH5	1	427.988819884109	1	1	1	1	1	1
CDK1	1	1	168.112190960799	1	1	1	1	1
CDK11A	1	1	1	33.5478563612153	1	18.8145294670143	24.6250995932889	1
CDK2	273.330422143643	1	40.9146715931451	1	1	26.5806940000959	1	1
CDK7	47.0001938071517	1	53.36482864341	1	1	1	65.2088464669285	1
CDKN1A	49.8440322972669	36.7479988002795	847.478919849213	1	195.523989304731	130.174585475405	1	1
CDKN2A	37.6820784618273	1	1	1	1	1	1	1
CDR1	1	1	49.3977041078253	1	1	1	1	1
CEACAM1	55.2204606818406	93.8871019678632	1	1	1	1	1	1
CEACAM21	1	37.9547052413583	1	1	1	1	1	1
CEBPA	1	1	1	1	1	27.922503964482	1	1
CEBPD	1	1	1	1	1	27.3220839882447	1	1
CEMP1	22.0629605808428	1	1	1	1	42.1374331305181	1	1
CENPC1	1	1	1	66.8599499575836	1	1	88.2617942614247	64.5646364604945
CENPK	1	1	52.2612135798044	1	1	1	1	1
CENPM	36.0001222618005	1	69.0417810337753	1	1	1	1	71.3819877954858
CENPW	1	1	68.7522989937013	1	1	1	1	1
CEP112	1	76.463071056098	1	1	1	1	1	1
CEP19	1	1	22.0189093536282	1	55.4357246225814	1	16.404240548735	13.5145165590175
CEP250	1	1	1	1	31.568040249862	1	1	1
CEP290	1	1	1	1	37.4715099287456	1	1	1
CEP85L	1	24.7352605303741	1	50.9077146170522	1	1	52.3956924693213	34.0199209847911
CERCAM	42.0439692990783	1	147.603874443882	1	1	1	1	1
CERS4	42.0325985654676	22.321799064188	1	1	1	1	1	57.0638073179291
CES2	19.2470283079031	24.7777932609513	1	1	1	1	1	34.3088796409932
CETP	1	116.408002031318	1	1	1	1	1	1
CFB	1	59.1583037423451	92.6485341148512	1	1	1	1	1
CFD	1	1	1456.07111976269	1	1	365.556672213052	1	1
CFDP1	48.4608241563872	23.0416235471202	57.7749629165206	1	180.401058528953	1	1	1
CFH	1	1	78.1402783323398	1	1	1	1	1
CFI	1	445.432982775132	1	1	1	1	1	1
CFL2	36.37822385344	46.410492050818	193.680319846499	1	1	1	1	1
CHAC1	1	1	46.7736338323765	1	1	1	1	1
CHCHD5	46.3834421789447	1	70.1408897538747	1	1	75.0151120915272	68.2295732495003	1
CHCHD6	165.435470544113	1	34.6246825399233	1	58.4012477210885	37.5424584080895	1	1
CHCHD7	51.2999862277512	1	34.7821393877515	1	273.527991398887	32.6599460243325	1	83.3500088699701
CHD3	1	1	11.9375988828991	1	60.26693904588	1	29.9281219282615	1
CHD6	1	16.0764892434375	1	26.6954009784338	28.6639079653039	1	1	1
CHD7	14.8165545491497	29.4022009849033	1	1	1	1	1	40.6113658941508
CHFR	1	23.4407332510765	1	113.095624322078	35.9922725083381	1	68.3360603727299	1
CHI3L1	1	1	191.287647139412	1	1	1	1	1
CHI3L2	1	1	1	294.6740923877	1	1	449.873468190385	1
CHMP6	31.5275329981223	49.130718013863	72.3243402944272	1	338.336211911782	1	1	1
CHORDC1	1	26.586983051531	16.6473421249457	1	90.3901474453679	1	1	1
CHPF	63.253782013663	1	122.084122637636	1	1	1	1	1
CHST12	20.7092689042209	94.1516342076346	18.9646717785788	206.306267716975	335.45592123189	1	79.4136969983664	1
CHST15	1	125.99709388244	1	1	1	57.7013910722469	1	1
CIDEB	1	1	1	1	136.488593698074	26.1010980076024	1	1
CIITA	1	1	1	1	1	77.7031418529555	1	293.278552876769
CIRH1A	68.4842530829234	1	43.2254095110648	66.8440200374064	1	1	1	1
CISD1	1	77.9558499959967	47.7270421311969	1	1	1	1	1
CITED1	43.8260530235142	1	1	1	1	1	1	1
CITED2	1	1	125.357532838875	1	68.5493867901614	1	1	1
CKAP2	1	1	42.8357426144597	38.4574491070211	1	1	1	50.7698309515083
CKAP4	22.1715637092184	28.365322604057	234.758333332463	1	1	1	1	1
CKB	1	1	138.863457159731	1	1	1	1	1
CLDN11	1	1	813.543534189018	1	1	1	1	1
CLDN12	40.9869371386464	1	15.2318428026517	1	1	1	1	1
CLDN5	1	2420.82986240099	1	1	1	1	1	1
CLEC10A	1	1	1	1	1	130.428769107822	1	1
CLEC11A	1	1	79.5403729602814	1	1	1	1	1
CLEC12A	1	1	1	1	1	76.2246425503715	1	1
CLEC14A	1	96.7289350059348	1	1	1	1	1	1
CLEC17A	1	1	1	1	1	1	1	105.731110103382
CLEC1A	1	117.402266637347	1	1	1	1	1	1
CLEC2D	1	1	1	222.586273338765	274.390759549467	1	197.263008321191	87.6992897218069
CLEC3B	1	1	277.588571537722	1	1	1	1	1
CLEC4A	1	1	1	1	1	217.998262488582	1	1
CLEC4E	1	1	1	1	1	21.0969112423334	1	1
CLEC4G	1	1223.32556925057	1	1	1	1	1	1
CLEC4M	1	601.987058203863	1	1	1	1	1	1
CLEC7A	1	26.5181115318788	1	24.2610698453771	14.6902405693608	194.772185048989	42.483645398381	21.286532710824
CLECL1	1	1	1	1	1	95.2326330722187	1	108.114583199222
CLIC2	1	90.290559100443	1	1	1	46.3814473272823	1	1
CLIC3	1	1	1	136.662926512648	1001.56477530109	1	1	1
CLIC4	134.194262220351	22.1869329852847	387.439450588799	1	1	42.2096047984865	1	29.4673958101621
CLK2	1	1	1	1	1	45.8109915767226	1	1
CLK4	1	1	20.3888497017426	1	155.203898125702	1	1	1
CLMP	1	1	42.7619625385833	1	1	1	1	1
CLU	1	1527.43563725466	122.370096135897	1	1	1	1	1
CMAHP	1	1	1	1	60.1283915899771	1	1	1
CMC1	90.8341746672307	1	50.8002163333309	108.662998158111	646.810025157243	30.9700302996693	97.9999849291241	1
CMKLR1	1	1	1	1	1	51.6360229235068	1	1
CNIH3	70.8973592504938	1	1	1	1	1	1	1
CNKSR3	1	49.1808648701275	1	1	1	1	1	1
CNN1	1	1	77.2551945514598	1	1	1	1	1
CNN3	307.001505600505	997.138699858435	569.310875536421	1	1	1	1	1
CNOT6L	1	1	1	63.1579125508586	75.5512527101821	1	52.0958074031992	1
CNR2	1	1	1	1	1	1	1	168.639443097235
COA5	41.6517387355389	1	28.0345788611908	1	1	1	1	1
COA6	84.4828215325659	1	64.5291244155233	50.8850805201957	1	145.384999510969	1	1
COBLL1	1	1	30.1709222327255	1	1	1	1	81.6096351426152
COG1	52.1422004955988	1	33.8512476622391	62.0241236902146	1	1	1	1
COG2	37.2915487503891	18.8918638983938	16.4524659653962	44.4699824591874	1	1	1	1
COL15A1	31.0302160608073	1	1	1	1	1	1	1
COL16A1	28.4089916246399	1	58.339050058682	1	1	1	1	1
COL18A1	1	101.530577085816	1	1	1	1	1	1
COL19A1	1	1	1	1	1	1	1	40.8975330291098
COL1A1	1	1	3540.20015110319	1	1	1	1	1
COL1A2	83.3817528158715	1	3411.45495411034	1	1	1	1	1
COL3A1	1	1	1851.68343421337	1	1	1	1	1
COL4A1	1	343.97050123926	107.741923512138	1	1	1	1	1
COL4A2	1	325.459611989464	158.963010594848	1	1	1	1	1
COL4A3	1	1	1	1	1	1	1	33.4397296402125
COL5A1	1	1	121.578409052223	1	1	1	1	1
COL5A2	1	34.5650311903636	227.909976544845	1	1	1	1	1
COL6A1	1	24.9956605502082	350.807508875517	1	1	1	1	1
COL6A2	1	75.0379197487624	250.503116485675	1	1	1	1	1
COL6A3	1	1	363.391834046942	1	1	1	1	1
COL8A1	1	1	160.227322104376	1	1	1	1	1
COLEC12	1	44.8237336844842	1	1	1	1	1	1
COPS2	47.5513784387492	1	43.5417830401606	64.7162980562899	1	1	1	1
COQ2	1	96.9079930487702	13.4750675946925	1	1	37.109790826719	1	1
CORO1A	1	1	1	1843.17850527208	1617.58440433677	279.858015361906	2105.70387162387	1317.26758679114
CORO7	1	19.9419097001451	1	93.6838611353301	1	38.1760252033134	71.4195426113496	1
COX7A1	1	51.2698039956331	66.7740468625671	1	1	1	1	1
CPED1	1	1	39.421206519975	1	1	70.3860104073087	1	1
CPNE5	1	1	1	1	1	1	1	67.947660999584
CPVL	1	1	1	1	1	726.991926685007	1	1
CPXM1	1	48.2860322775129	143.610415726	1	1	1	1	1
CPXM2	1	98.9097463489327	1	1	1	1	1	1
CR1	1	1	1	1	1	1	1	46.5421372544458
CR2	1	1	1	1	1	1	1	172.998522679294
CRABP2	1	1	110.155795180375	1	1	1	1	1
CREB3L1	1	1	60.3815051838663	1	1	1	1	1
CREBBP	1	1	1	1	24.5285180422714	1	1	1
CREBL2	1	1	1	1	1	30.0869018996661	1	1
CREBRF	1	1	1	24.7245589064024	1	1	28.2568323046463	42.3298335658771
CREG1	42.2708153818055	102.183042821788	122.597095073364	1	1	443.920132264265	1	1
CRELD1	34.7152615923085	88.4819849535305	1	1	1	1	1	1
CRIP1	1	231.247887931204	176.213602297601	551.006071861825	1576.03877279613	93.0818995935246	489.864031693208	156.184481336605
CRIP2	93.8353550635497	1163.01151763271	125.315735332062	1	1	1	1	1
CRNDE	67.4643695754208	1	25.1821428533112	1	1	1	1	1
CRNKL1	1	46.2484096040299	1	1	133.922261728601	1	1	1
CRTAM	1	1	1	152.238800245958	1	1	54.93081061917	1
CRYAB	226.33527898042	1	654.435558278856	1	1	1	1	1
CRYZ	40.3088974333495	1	48.0962327341517	1	186.997147923928	11.4342174939132	58.5166022444905	1
CSAG1	45.0038285336031	1	1	1	1	1	1	1
CSF1R	1	1	1	1	1	577.31126765302	1	1
CSF2RB	1	71.5528566649247	1	1	1	18.6229700386415	1	1
CSF3R	1	1	1	1	1	83.9660590311292	1	1
CSGALNACT1	30.4883883715993	167.857248923773	1	1	1	1	1	1
CSPG4	112.417239961129	1	1	1	1	1	1	1
CSRNP1	1	33.6650175195879	1	1	105.042025329318	1	1	51.4719897666875
CSRP2	236.774478595251	52.2501512355394	126.263202327947	1	1	1	1	1
CST3	276.907577550347	1043.05439446994	807.772001126531	1	1	4638.80079066611	1	1
CST7	1	1	1	1235.8956023292	1885.47482435218	1	499.315916777048	1
CSTA	1	1	1	1	1	90.887744158569	1	1
CSTF1	33.8328837194875	50.50146372515	32.7940004782141	80.458335252655	1	1	1	1
CSTF2T	24.2495519327458	41.8219158198429	34.4680625076423	44.1753680395336	131.119101788335	1	1	1
CTBP1.AS1	1	1	1	1	1	1	1	21.395303004199
CTCF	1	1	19.4767666986641	27.6172427693808	1	1	1	1
CTDSPL2	1	1	16.1009171354482	1	66.4515816606051	1	1	43.8268926121759
CTGF	1	640.853299585085	1906.0100058904	1	1	1	1	1
CTHRC1	235.324787935968	426.951133122241	717.14893167204	1	1	1	1	1
CTLA4	1	1	1	138.365160908388	1	1	219.783150276287	1
CTRL	1	1	1	1	107.1583348759	1	1	1
CTSH	166.434876815221	383.670908425094	39.1993888220071	1	1	694.680151821592	1	337.649573507746
CTSK	830.151497361757	77.7546222084572	1313.88623860948	1	106.422978596681	45.1566125985898	1	1
CTSL1	215.228133178699	357.018211223101	668.347770064438	1	1	726.605402416085	1	1
CTSO	1	64.9749695286797	22.2235739230203	1	1	1	1	55.3738101778292
CTSW	1	1	1	670.607460981406	1366.04550107384	1	138.521645852513	1
CTSZ	1	1	1	1	1	98.9998701984261	1	1
CTTN	240.223962442552	566.190492933276	481.213120125961	1	1	1	1	1
CUL9	1	1	1	1	1	1	1	35.9822152795094
CUTC	1	1	82.9304830469504	79.5134614233045	1	61.1877992819863	1	55.8459432802401
CXCL10	1	1	1	1	1	573.136737577138	1	1
CXCL12	1	1	339.089404957388	1	1	221.008046692926	1	1
CXCL13	1	1	1	968.70503759711	1	1	1	1
CXCL14	1	1	1505.00145519393	1	1	1	1	1
CXCL16	1	1	1	1	1	551.413004544882	1	27.923214351916
CXCL2	1	139.883457017265	1	1	1	1	1	1
CXCL9	1	1	1	1	1	373.849495272225	1	1
CXCR2P1	1	1	1	1	1	74.8701992089406	1	1
CXCR3	1	1	1	249.473414852608	398.228725361919	1	228.765959463764	1
CXCR4	1	1	1	2738.74188454939	2435.7467386423	450.790565781004	3264.62734050248	3949.61219584501
CXCR5	1	1	1	1	1	1	142.520870416067	257.991326665619
CXCR6	1	1	1	432.962843184973	607.666080867641	1	193.460982946374	1
CXCR7	1	802.509835781875	141.277268089516	1	1	1	1	1
CXorf21	1	1	1	1	14.6834552862359	117.934645718389	1	70.3277070396874
CXorf36	1	324.770846149594	1	1	1	1	1	1
CXorf40A	23.6819174612201	1	1	1	181.565224550143	1	1	1
CXorf40B	55.1993168465085	1	24.8280839057415	1	113.651550964053	1	1	62.4468576856682
CXXC5	40.7984735571104	1	45.3809636357221	1	51.3777469522971	1	1	59.4846208762866
CYB561	1	1	57.2694847875731	1	1	1	1	1
CYB5R4	1	1	22.2593040374976	1	132.374839119964	36.0388581978698	1	58.2040050483718
CYBB	1	1	1	1	1	351.51166330756	1	85.7222722709058
CYBRD1	36.5870160379374	1	208.315908463073	1	1	1	1	1
CYFIP1	52.5090333228213	91.2639756074339	66.0634635012627	1	1	177.553492284496	1	1
CYFIP2	1	1	1	106.129292114291	164.675840078812	1	131.644967603512	121.668868133393
CYGB	1	1	60.5997895335236	1	1	1	1	1
CYHR1	66.8423869509395	1	18.7809641888566	1	1	1	1	1
CYLD	1	1	18.7666251075035	41.1411812525594	22.2927350496741	1	60.8797250894893	21.4810104127671
CYP1B1	1	1	399.989736205869	1	1	1	1	1
CYP27A1	270.762701019448	18.3837532787115	19.3758337065056	1	1	163.39036697595	1	1
CYR61	1	824.555776597899	1110.14160277993	1	1	1	1	1
CYSLTR1	1	1	1	1	71.0390279187655	1	1	80.9705081576669
CYTIP	1	1	1	464.703943429561	326.070272091917	33.9895562696976	439.201861361252	286.080266727597
DAB2	42.3797308687867	119.871725594246	164.747752186019	1	1	184.610091013541	1	1
DAG1	69.0015995876106	21.9446936005715	33.5788469410921	1	1	1	1	1
DANCR	66.2546020614729	49.3927024493403	57.7480486977576	1	1	1	1	123.297577079923
DAPK3	42.9937264369477	143.096961444265	90.6025727992125	1	1	1	1	1
DAPP1	1	1	1	1	1	14.897475805041	1	67.7703869312156
DARS2	32.3385517722633	1	1	1	1	1	1	1
DAZAP1	1	1	1	1	43.5763795845891	1	1	1
DBN1	1	84.6577612239426	156.990225035124	1	1	1	1	1
DBNDD2	30.8995493953273	1	57.9991982351368	1	1	200.447585588234	1	1
DCBLD2	42.3362558133567	1	88.1052261903202	1	1	1	1	1
DCHS1	1	42.2872402390506	1	1	1	1	1	1
DCN	1	1	2351.11058462749	1	1	1	1	1
DCPS	48.1598312891006	1	1	1	136.725071475648	1	1	1
DCT	354.473517530899	1	1	1	1	61.8448524294225	1	1
DDAH1	1	61.2807678021721	319.442474209949	1	1	1	1	1
DDHD2	20.8067946202312	45.1845237266006	1	1	1	1	70.1932050072327	37.7980657946441
DDR2	1	1	67.846540089465	1	1	1	1	1
DDX23	22.3145879001874	40.0811632251609	49.3500994271114	90.4245203275708	221.269799090609	1	53.6443878257104	1
DDX58	1	1	1	60.2742079370885	1	1	1	26.308667330838
DDX60	1	39.6034216972879	1	1	26.9400105608414	1	1	1
DEF6	1	1	1	287.269278693865	116.27360272433	108.184547948018	217.094631395088	89.3519394382125
DENND1A	1	1	1	1	1	52.8032970775184	1	1
DENND2D	1	1	1	325.301929414956	438.001991169854	28.2381564501198	259.970540745763	68.9622863560298
DENND3	1	1	1	1	1	57.6236599468559	1	85.3358613266989
DENND4A	1	1	1	1	1	1	1	42.0504255376541
DENND4B	1	1	1	1	1	18.1559998458032	23.5408223486888	1
DENND4C	1	1	1	1	26.6691342783326	1	30.8214105217697	1
DENND5B	1	1	1	1	1	1	1	23.3392524198066
DEPDC5	1	1	1	1	1	1	1	33.0484949378712
DERL3	1	1	1	1	1	1	1	218.927618944975
DGKA	1	1	1	188.074447497564	175.04029661386	1	457.59889059482	116.16803209792
DGKD	1	1	1	1	215.382634358734	1	1	45.5113706300093
DGKZ	1	1	1	45.3531815803991	28.9093458101954	1	32.0622936785671	1
DHCR24	23.400110475219	1	89.8372497734393	1	1	1	1	1
DHCR7	1	1	85.6570797635067	1	1	1	1	1
DHRS3	60.6018479336717	147.195405842556	245.019172298365	1	384.402908793279	589.47105319681	1	1
DHRS4L2	15.9652400502353	1	20.6176511843453	1	1	37.9267879986149	1	1
DHX29	25.0740660837536	32.8073789425241	23.5464560732972	1	64.634941015818	1	1	1
DIAPH3	1	1	68.3909315632772	1	1	1	1	1
DICER1	1	1	1	1	1	19.3440298527087	1	29.2850591514492
DIP2A	19.758321046115	34.7776396628239	31.2480446920766	57.5065691402999	245.904275187528	1	48.124168307799	1
DIS3L2	30.882265869507	83.9666798411986	1	1	1	1	1	51.9898405680437
DKK1	1	1	775.824197244755	1	1	1	1	1
DKK3	1	567.131486135435	220.580038037661	1	1	1	1	1
DLEU1	58.3392045571748	1	1	1	1	1	1	1
DLGAP1.AS1	21.4211537462603	1	1	56.4298813901684	1	1	52.7677598119259	1
DLL1	1	43.0310146996123	1	1	1	1	1	1
DLL4	1	63.8113012599744	1	1	1	1	1	1
DLX6.AS1	1	1	1	1	1	1	1	15.8818640151114
DMXL1	1	1	1	1	1	1	1	40.0777428339182
DMXL2	14.5487935774788	1	1	1	1	37.6156756174052	1	1
DNAJA3	82.9284310999005	1	39.9859705894168	53.9243209848121	40.561740037605	1	1	1
DNAJB4	21.7485691447414	121.667629979729	114.1348959884	1	1	1	1	1
DNAJC17	1	64.0372130607382	19.2714445840068	1	1	1	1	1
DNAJC5	1	21.4928771825736	1	1	45.0132958776771	1	1	1
DNAJC9	36.9568694468357	69.7432448675673	128.984617624789	88.5497052309785	1	1	122.963239614139	1
DNAJC9.AS1	1	1	1	1	11.5834212608432	1	1	1
DNAL4	26.0349694305633	1	1	1	1	1	1	1
DNM2	1	19.9699671608108	20.8038744752671	29.8978523007013	100.823994521619	20.3549648465333	1	1
DNTTIP1	60.9055434009193	1	1	1	1	1	1	1
DOCK2	1	1	1	84.6709180028493	61.6976040458087	43.5377657371093	90.4900016289178	141.557954507004
DOCK6	1	65.4313260204902	1	1	1	1	1	1
DOCK9	1	38.2917258215429	1	1	1	1	1	1
DOK1	1	30.9167428354564	55.6067912941548	1	1	65.2591452824667	1	1
DOK2	1	1	1	203.238052961627	242.496043139501	97.9273985843607	209.64816000357	1
DOK3	1	1	1	1	1	155.346099713907	1	220.756976820132
DOK5	1	100.032775401801	95.1992307778659	1	1	1	1	1
DPEP2	1	1	1	1	1	57.7398713590208	1	1
DPH2	47.3111324026424	1	25.2783802421496	1	1	1	1	1
DPP4	1	1	47.5511930000447	1	1	1	1	1
DPT	1	1	416.731432646992	1	1	1	1	1
DPYSL2	1	236.351015676912	203.357725388089	1	113.142386063267	178.78036079015	1	1
DRAM1	1	20.3682572613222	69.3595073154843	1	1	75.6696196952778	1	1
DRAM2	32.7352475240092	1	23.5959383805318	1	57.6878628285735	358.416223417373	62.2858470966689	126.700913716401
DROSHA	1	28.8285582646804	1	25.7848083675576	1	1	1	1
DSC2	1	1	1	1	1	26.141297269491	1	1
DSE	1	1	1	1	1	19.1793745834245	1	1
DTHD1	1	1	1	35.8644527972896	1	1	42.9316707190547	1
DTNB	1	1	1	1	42.0658908117044	40.9503544053225	1	1
DTWD2	1	1	1	1	1	1	1	18.9830736674368
DTYMK	101.182161085629	1	90.3329178081797	1	79.5825338626246	1	1	1
DUS2L	1	41.0486794935765	1	1	1	1	1	1
DUS3L	48.2888717000158	1	22.4106248924278	1	1	1	1	1
DUSP11	35.9697374428425	33.1626753635006	44.4867209289597	1	76.2119893725281	1	101.336804717988	1
DUSP14	41.2915245624582	1	150.650088236071	1	71.6906854423877	1	1	1
DUSP18	1	73.2138237603689	1	1	1	1	1	1
DUSP2	1	1	1	865.828819944127	561.858443480315	1	509.794673170269	107.060127074966
DUSP28	1	1	1	1	47.1544127414996	1	1	1
DUSP4	165.930250465922	1	1	132.157210050517	71.8302141451649	1	73.2384428293064	1
DYM	30.1572518514872	55.2805059532204	75.8796586343421	81.4148724192604	275.095146543267	1	1	58.8738740061758
DYNC1LI1	41.3244878703831	34.3992841613634	37.6186616204676	1	1	1	55.3366520260469	1
DYRK1A	1	17.3260071385131	1	1	1	1	1	38.8550074323589
DYRK4	1	49.1150138080276	1	1	1	44.9429044791935	1	1
DYSF	1	81.561239567097	1	1	1	1	1	1
DZIP3	1	1	1	24.9738612387884	66.9557080552037	1	30.3997750433462	1
EAF2	1	1	1	1	1	48.9777089249104	1	171.27681092805
EBAG9	1	78.4232468182477	28.2277866481855	1	43.8797262082054	1	1	1
EBF1	1	1	102.138567087	1	1	1	1	36.789095718665
EBI3	1	1	1	1	1	61.2126640043904	1	1
ECM1	188.44746962825	1	268.864270925516	1	1	1	1	1
ECSCR	1	1118.22725173862	1	1	1	1	1	1
ECSIT	33.7929823506823	79.2412373490932	24.7272719297396	1	1	1	1	69.6619387073474
EDN1	1	130.543151721613	1	1	1	1	1	1
EDNRB	270.916386525489	64.148503926169	1	1	1	1	1	1
EED	18.4686757282168	1	19.2287317551692	1	1	1	62.8727123470277	1
EFCAB4A	1	52.6159504250529	1	1	1	1	1	1
EFEMP1	1	4441.24281876037	525.210864115007	1	1	1	1	1
EFEMP2	28.7715056814359	89.2543750384657	271.334733213249	1	1	1	1	1
EFHD2	1	1	1	1	105.757165174958	47.3502918767331	1	1
EFNA1	49.3393397548489	459.629184356682	1	1	1	1	1	1
EFNA5	1	445.46077293408	55.8536751780364	1	1	1	1	1
EFNB2	1	59.0502278807278	1	1	1	1	1	1
EGFL7	1	1298.56019044835	1	1	1	1	1	1
EGFL8	408.906224394871	1	1	1	1	1	1	1
EGLN3	1	128.369866759765	1	1	1	40.7063670276038	1	1
EGR2	1	1	1	1	1	93.9770644109764	1	1
EGR3	33.0257420887319	1	1	1	1	1	1	1
EHD2	1	223.686760148293	437.236533542618	1	1	1	1	1
EHD3	1	1	11.3070650150054	1	1	1	1	43.99589381199
EIF2B3	39.4572259386134	1	88.4066990174304	1	1	1	1	1
EIF2B4	80.7921757459022	1	73.8072774721224	1	1	1	1	1
EIF4E3	1	1	1	1	25.7652395704574	1	1	1
EIF4EBP1	288.084074116887	84.2601070834082	150.514457007775	1	1	178.297945956487	1	1
EIF4EBP3	28.2717077480449	1	1	1	1	66.2898402604811	1	1
ELK1	21.9227832516711	1	36.4348212523123	1	81.6224312626754	1	1	1
ELK2AP	1	1	1	1	1	1	1	14495.9323575764
ELK3	1	317.683063146333	24.5590443397426	1	1	1	1	1
ELL3	1	1	1	1	1	1	1	117.108559689431
ELN	1	76.6110014270574	142.194532267559	1	1	1	1	1
